NamedEntity-Miscellanies: CSU-Fraktion |frequenzy: 4016
NamedEntity-Miscellanies: Case-Mix-Index |frequenzy: 1
NamedEntity-Miscellanies: Maghreb-Ländern  |frequenzy: 1
NamedEntity-Miscellanies: Reproduktive |frequenzy: 1
NamedEntity-Miscellanies: Ü45-Check-up |frequenzy: 1
NamedEntity-Miscellanies: Die Brückenfrauen |frequenzy: 1
NamedEntity-Miscellanies: CSU-Projekte |frequenzy: 1
NamedEntity-Miscellanies: Steigende Erwartungen |frequenzy: 1
NamedEntity-Miscellanies: Stellenwert der Digitalisierung |frequenzy: 1
NamedEntity-Miscellanies: Amt für Infrastruktur |frequenzy: 1
NamedEntity-Miscellanies: Das macht den Unterschied zwischen einer Regierung |frequenzy: 1
NamedEntity-Miscellanies: Bundestages im Jahr 2015 Und |frequenzy: 1
NamedEntity-Miscellanies: Highspeed-Zugang |frequenzy: 1
NamedEntity-Miscellanies: MethQuest |frequenzy: 1
NamedEntity-Miscellanies: Klein-Kleins der Großen Koalition |frequenzy: 1
NamedEntity-Miscellanies: rassendiskriminierendes |frequenzy: 1
NamedEntity-Miscellanies: Mehr Bürokratie |frequenzy: 1
NamedEntity-Miscellanies: Der einzige Zweck |frequenzy: 1
NamedEntity-Miscellanies: MGCS  |frequenzy: 1
NamedEntity-Miscellanies: SDG-Ziele 2030 |frequenzy: 1
NamedEntity-Miscellanies: Sozialgesetzbuch III |frequenzy: 1
NamedEntity-Miscellanies: Kinderzentren |frequenzy: 1
NamedEntity-Miscellanies: Wohnungsbelegungsrechten |frequenzy: 1
NamedEntity-Miscellanies: Inkassokos­ten |frequenzy: 1
NamedEntity-Miscellanies: SED-Funktionär |frequenzy: 1
NamedEntity-Miscellanies: wahr – Lassen |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis zur unantastbaren Menschenwürde |frequenzy: 1
NamedEntity-Miscellanies: Gründungsdokument |frequenzy: 1
NamedEntity-Miscellanies: russischen Interventionskrieg |frequenzy: 1
NamedEntity-Miscellanies: Gästehäuser |frequenzy: 1
NamedEntity-Miscellanies: proble­matischer |frequenzy: 1
NamedEntity-Miscellanies: Schiffscontainer  |frequenzy: 1
NamedEntity-Miscellanies: -Symbole |frequenzy: 1
NamedEntity-Miscellanies: Dreistufenplan  |frequenzy: 1
NamedEntity-Miscellanies: Wohlergehen der Kinder |frequenzy: 1
NamedEntity-Miscellanies: Ein Bekenntnis zu Israel |frequenzy: 1
NamedEntity-Miscellanies: BrigitteFreiholdDIE |frequenzy: 1
NamedEntity-Miscellanies: OliverKrischerBÜNDNIS 90 |frequenzy: 1
NamedEntity-Miscellanies: FCKW |frequenzy: 1
NamedEntity-Miscellanies: Gründungsförderung |frequenzy: 1
NamedEntity-Miscellanies: Hilfe–  |frequenzy: 1
NamedEntity-Miscellanies: HerbstKatja HesselManuel HöferlinDr |frequenzy: 1
NamedEntity-Miscellanies: blutiger Krieg |frequenzy: 1
NamedEntity-Miscellanies: Altersvorsorgeverträge-Zertifizierungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: DB Regio |frequenzy: 1
NamedEntity-Miscellanies: räuberischer |frequenzy: 1
NamedEntity-Miscellanies: BEG III da |frequenzy: 1
NamedEntity-Miscellanies: Sun to Liquid |frequenzy: 1
NamedEntity-Miscellanies: Roter Aufbau Friedrichshain“ |frequenzy: 1
NamedEntity-Miscellanies: Transfer-Identifikations-Nummer |frequenzy: 1
NamedEntity-Miscellanies: SED-Unrechtsstaates |frequenzy: 1
NamedEntity-Miscellanies: Krankenhausversorgung |frequenzy: 1
NamedEntity-Miscellanies: Miss­achtung |frequenzy: 1
NamedEntity-Miscellanies: Ostermärschen |frequenzy: 1
NamedEntity-Miscellanies: WarkenMarcus |frequenzy: 1
NamedEntity-Miscellanies: Hartz-IV-Verwaltung |frequenzy: 1
NamedEntity-Miscellanies: Beste Reste-App |frequenzy: 1
NamedEntity-Miscellanies: Südpazifiks |frequenzy: 1
NamedEntity-Miscellanies: Was bedeutet Fair Play |frequenzy: 1
NamedEntity-Miscellanies: Europawahl an ihr Versprechen |frequenzy: 1
NamedEntity-Miscellanies: soziale Anreize |frequenzy: 1
NamedEntity-Miscellanies: Open-House-Verfahren |frequenzy: 1
NamedEntity-Miscellanies: Hamed Abdel-Samad |frequenzy: 1
NamedEntity-Miscellanies: Verlustpotenzial  |frequenzy: 1
NamedEntity-Miscellanies: Monitor Hilfen |frequenzy: 1
NamedEntity-Miscellanies: Euro-2-Busse |frequenzy: 1
NamedEntity-Miscellanies: Jahr Bericht |frequenzy: 1
NamedEntity-Miscellanies: Sofortprogramms Saubere Luft“ |frequenzy: 1
NamedEntity-Miscellanies: Bibeln |frequenzy: 1
NamedEntity-Miscellanies: Querdenken“-Protesten |frequenzy: 1
NamedEntity-Miscellanies: CDU Der Wahlkampf |frequenzy: 1
NamedEntity-Miscellanies: Binnen‑Is |frequenzy: 1
NamedEntity-Miscellanies: amerikanischen Bürgerkrieg |frequenzy: 1
NamedEntity-Miscellanies: Europäische 5G-Ausrüster |frequenzy: 1
NamedEntity-Miscellanies: jagdlichen |frequenzy: 1
NamedEntity-Miscellanies: Bescheid 23 |frequenzy: 1
NamedEntity-Miscellanies: Kommissar Hahn |frequenzy: 1
NamedEntity-Miscellanies: Behördenhotline 115 |frequenzy: 1
NamedEntity-Miscellanies: Abwrackprämie |frequenzy: 1
NamedEntity-Miscellanies: CHE |frequenzy: 1
NamedEntity-Miscellanies: mRNA-Impfstoff |frequenzy: 1
NamedEntity-Miscellanies: Parteitag zu Europa |frequenzy: 1
NamedEntity-Miscellanies: Verstoß gegen Grundrechte |frequenzy: 1
NamedEntity-Miscellanies: Das alles ging einher |frequenzy: 1
NamedEntity-Miscellanies: Jahr zur Wiedergutmachung |frequenzy: 1
NamedEntity-Miscellanies: Gesetz zur Beschleunigung von Investitionen |frequenzy: 1
NamedEntity-Miscellanies: Gesundheitsausschusses  |frequenzy: 1
NamedEntity-Miscellanies: NATO-Verbünden |frequenzy: 1
NamedEntity-Miscellanies: Sure“-Kurzarbeitergeld |frequenzy: 1
NamedEntity-Miscellanies: deutschen Sicherheitsinteressen |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis der Länder |frequenzy: 1
NamedEntity-Miscellanies: OLG-Rechtsprechung |frequenzy: 1
NamedEntity-Miscellanies: Online-Duden 12 |frequenzy: 1
NamedEntity-Miscellanies: Man kann vorweg |frequenzy: 1
NamedEntity-Miscellanies: Deutsche-Pass-Staatsbürgern |frequenzy: 1
NamedEntity-Miscellanies: IAT |frequenzy: 1
NamedEntity-Miscellanies: Fehmarnbelt-Querung |frequenzy: 1
NamedEntity-Miscellanies: 6G-Netz |frequenzy: 1
NamedEntity-Miscellanies: Nachtbaustellen |frequenzy: 1
NamedEntity-Miscellanies: Leopoldina-Studie |frequenzy: 1
NamedEntity-Miscellanies: X-Achse |frequenzy: 1
NamedEntity-Miscellanies: Der Abgeordnete Pilsinger |frequenzy: 1
NamedEntity-Miscellanies: Corona-Arbeitsschutzverordnung |frequenzy: 1
NamedEntity-Miscellanies: Nostra Aetate |frequenzy: 1
NamedEntity-Miscellanies: 8 Gigawatt |frequenzy: 1
NamedEntity-Miscellanies: ALDE-Partei in Europa |frequenzy: 1
NamedEntity-Miscellanies: die kluge |frequenzy: 1
NamedEntity-Miscellanies: Wahlrecht für Frauen |frequenzy: 1
NamedEntity-Miscellanies: Protokoll2Anlage 20 |frequenzy: 1
NamedEntity-Miscellanies: FDP Das Urteil |frequenzy: 1
NamedEntity-Miscellanies: AfD zum Jahr der deutschen Sprache |frequenzy: 1
NamedEntity-Miscellanies: MVZ-Landschaft |frequenzy: 1
NamedEntity-Miscellanies: Meine Redezeit nutze ich |frequenzy: 1
NamedEntity-Miscellanies: Banken-Union |frequenzy: 1
NamedEntity-Miscellanies: Kita für Kita |frequenzy: 1
NamedEntity-Miscellanies: Ein dritter Punkt |frequenzy: 1
NamedEntity-Miscellanies: Gesetz gegen Rechtsextremismus |frequenzy: 1
NamedEntity-Miscellanies: Mord  |frequenzy: 1
NamedEntity-Miscellanies: Minsker Prozess  |frequenzy: 1
NamedEntity-Miscellanies: Weihnachtsfriedens |frequenzy: 1
NamedEntity-Miscellanies: Schwabenland |frequenzy: 1
NamedEntity-Miscellanies: AWACS-Verbänden |frequenzy: 1
NamedEntity-Miscellanies: Rote-Hand-Aktion |frequenzy: 1
NamedEntity-Miscellanies: AK II |frequenzy: 1
NamedEntity-Miscellanies: Repressionsorgane |frequenzy: 1
NamedEntity-Miscellanies: Abgeordnete Jelpke |frequenzy: 1
NamedEntity-Miscellanies: AmbivalenzIhre |frequenzy: 1
NamedEntity-Miscellanies: Grenzüberschreitungen |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2021 – |frequenzy: 1
NamedEntity-Miscellanies: Deutschen Pflegetag |frequenzy: 1
NamedEntity-Miscellanies: Luft  |frequenzy: 1
NamedEntity-Miscellanies: Sotschi-Treffen |frequenzy: 1
NamedEntity-Miscellanies: tun – Nein |frequenzy: 1
NamedEntity-Miscellanies: Pkw-Maut 500 |frequenzy: 1
NamedEntity-Miscellanies: Für die Jahre 2020 |frequenzy: 1
NamedEntity-Miscellanies: Dota  |frequenzy: 1
NamedEntity-Miscellanies: Komfort und Zeit |frequenzy: 1
NamedEntity-Miscellanies: Schweregrad |frequenzy: 1
NamedEntity-Miscellanies: Ein Share Deal |frequenzy: 1
NamedEntity-Miscellanies: Die Gewaltexzesse gegen die Rohingya |frequenzy: 1
NamedEntity-Miscellanies: Mein Bericht |frequenzy: 1
NamedEntity-Miscellanies: NO 2 -Belastung |frequenzy: 1
NamedEntity-Miscellanies: Das lassen wir Ihnen |frequenzy: 1
NamedEntity-Miscellanies: sozialromantisches |frequenzy: 1
NamedEntity-Miscellanies: HD |frequenzy: 1
NamedEntity-Miscellanies: Drei-Säulen-Modell |frequenzy: 1
NamedEntity-Miscellanies: Europawahl umsetzen |frequenzy: 1
NamedEntity-Miscellanies: Die Frau macht irgendwann Teilzeit |frequenzy: 1
NamedEntity-Miscellanies: musst du neet |frequenzy: 1
NamedEntity-Miscellanies: Wahlverzeichnisse |frequenzy: 1
NamedEntity-Miscellanies: terminiert“ Schauen |frequenzy: 1
NamedEntity-Miscellanies: CO2-Steuer ja |frequenzy: 1
NamedEntity-Miscellanies: Jahr 800 000 Euro |frequenzy: 1
NamedEntity-Miscellanies: Jahr gucke |frequenzy: 1
NamedEntity-Miscellanies: Bundesverkehrswegeplan Gedanken |frequenzy: 1
NamedEntity-Miscellanies: Komplimentes |frequenzy: 1
NamedEntity-Miscellanies: Investitionsbank |frequenzy: 1
NamedEntity-Miscellanies: Badegewässern |frequenzy: 1
NamedEntity-Miscellanies: Migrationsströme |frequenzy: 1
NamedEntity-Miscellanies: Wintervorräte |frequenzy: 1
NamedEntity-Miscellanies: AfD Umweltschutz |frequenzy: 1
NamedEntity-Miscellanies: desKoalitionsvertrages |frequenzy: 1
NamedEntity-Miscellanies: Bezugsperson  |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Anteil |frequenzy: 1
NamedEntity-Miscellanies: Hauhner |frequenzy: 1
NamedEntity-Miscellanies: Schlacht am Kahlenberg |frequenzy: 1
NamedEntity-Miscellanies: Fraktionsmitarbeiter |frequenzy: 1
NamedEntity-Miscellanies: Betriebsprüfer |frequenzy: 1
NamedEntity-Miscellanies: Onlinepetitionsportale |frequenzy: 1
NamedEntity-Miscellanies: Wer Fehler |frequenzy: 1
NamedEntity-Miscellanies: Tech-Unternehmen |frequenzy: 1
NamedEntity-Miscellanies: Friedliche Revolution des Jahres |frequenzy: 1
NamedEntity-Miscellanies: Jahr haben wir unser Recht |frequenzy: 1
NamedEntity-Miscellanies: Alten  |frequenzy: 1
NamedEntity-Miscellanies: Das betone ich gerade |frequenzy: 1
NamedEntity-Miscellanies: Türkei-Reise |frequenzy: 1
NamedEntity-Miscellanies: Außenpolitikprofis  |frequenzy: 1
NamedEntity-Miscellanies: Das müssen wir verhindern! |frequenzy: 1
NamedEntity-Miscellanies: Let’s do it |frequenzy: 1
NamedEntity-Miscellanies: Demokratie ans Herz |frequenzy: 1
NamedEntity-Miscellanies: EU-weit |frequenzy: 1
NamedEntity-Miscellanies: Das mache ich gern und kurz |frequenzy: 1
NamedEntity-Miscellanies: Freiheitund Frieden |frequenzy: 1
NamedEntity-Miscellanies: Jahr gehen |frequenzy: 1
NamedEntity-Miscellanies: alsHerzstück |frequenzy: 1
NamedEntity-Miscellanies: NH90 Sea Lion |frequenzy: 1
NamedEntity-Miscellanies: Step by Step |frequenzy: 1
NamedEntity-Miscellanies: Verfahrensrecht up to date |frequenzy: 1
NamedEntity-Miscellanies: Ausrüstungsgegenständen |frequenzy: 1
NamedEntity-Miscellanies: Medizinischen Fachangestellten |frequenzy: 1
NamedEntity-Miscellanies: AM15 |frequenzy: 1
NamedEntity-Miscellanies: Amtsgericht  |frequenzy: 1
NamedEntity-Miscellanies: RAF Doch |frequenzy: 1
NamedEntity-Miscellanies: CRR-Kreditinstitute |frequenzy: 1
NamedEntity-Miscellanies: United Nations |frequenzy: 1
NamedEntity-Miscellanies: AfD-Zwangsdienst |frequenzy: 1
NamedEntity-Miscellanies: Volksaufstandes gedenken wir heute |frequenzy: 1
NamedEntity-Miscellanies: Soforthilfeprogramm |frequenzy: 1
NamedEntity-Miscellanies: Herr Faber |frequenzy: 1
NamedEntity-Miscellanies: Die Rede von Frau Lötzsch |frequenzy: 1
NamedEntity-Miscellanies: ein Jahr später |frequenzy: 1
NamedEntity-Miscellanies: Anlässen  |frequenzy: 1
NamedEntity-Miscellanies: Mitberichterstatter |frequenzy: 1
NamedEntity-Miscellanies: auseinan­derzusetzen |frequenzy: 1
NamedEntity-Miscellanies: Bundesfrauenministerium |frequenzy: 1
NamedEntity-Miscellanies: CDU-Vordenker |frequenzy: 1
NamedEntity-Miscellanies: Schwammiges |frequenzy: 1
NamedEntity-Miscellanies: Sexueller Kindesmissbrauch |frequenzy: 1
NamedEntity-Miscellanies: Zeit des Einheitsvertrages  |frequenzy: 1
NamedEntity-Miscellanies: Außenhandelsbilanz |frequenzy: 1
NamedEntity-Miscellanies: Brief der drei Bundesminister |frequenzy: 1
NamedEntity-Miscellanies: Der Bericht der Wehrbeauftragten |frequenzy: 1
NamedEntity-Miscellanies: schmallippig |frequenzy: 1
NamedEntity-Miscellanies: Rüstungsexportbericht |frequenzy: 1
NamedEntity-Miscellanies: Zweiten bin ich außerordentlich dankbar |frequenzy: 1
NamedEntity-Miscellanies: CO2-Schleudern |frequenzy: 1
NamedEntity-Miscellanies: Sponsoring-Regelungen |frequenzy: 1
NamedEntity-Miscellanies: Ein Schweinezüchter |frequenzy: 1
NamedEntity-Miscellanies: EZ  |frequenzy: 1
NamedEntity-Miscellanies: Auftrag des Bundes |frequenzy: 1
NamedEntity-Miscellanies: NATO-Grundlage |frequenzy: 1
NamedEntity-Miscellanies: Kram alleine“-Signal |frequenzy: 1
NamedEntity-Miscellanies: It’s the language |frequenzy: 1
NamedEntity-Miscellanies: RachelKerstin |frequenzy: 1
NamedEntity-Miscellanies: Single-Issue-Partei |frequenzy: 1
NamedEntity-Miscellanies: Mutterschaftsanerkennung |frequenzy: 1
NamedEntity-Miscellanies: Ihr Parlamentarischer Geschäftsführer |frequenzy: 1
NamedEntity-Miscellanies: Heimatbewusstsein |frequenzy: 1
NamedEntity-Miscellanies: Deshalb lege ich ja Wert auf die Bundestagsdebatte |frequenzy: 1
NamedEntity-Miscellanies: Protokoll,1Anlage 14 |frequenzy: 1
NamedEntity-Miscellanies: Tropfen-auf-den-heißen-Stein-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Zig Milliarden |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Restauration |frequenzy: 1
NamedEntity-Miscellanies: Vertrag zur allgemeinen und vollständigen Abrüstung |frequenzy: 1
NamedEntity-Miscellanies: Oli­garchie |frequenzy: 1
NamedEntity-Miscellanies: Anschlags in Hanau |frequenzy: 1
NamedEntity-Miscellanies: Das schafft |frequenzy: 1
NamedEntity-Miscellanies: Süd­thüringen |frequenzy: 1
NamedEntity-Miscellanies: mit „Hass |frequenzy: 1
NamedEntity-Miscellanies: Pro-EU-Argumente |frequenzy: 1
NamedEntity-Miscellanies: Covid-19-Mutationen |frequenzy: 1
NamedEntity-Miscellanies: entspräche |frequenzy: 1
NamedEntity-Miscellanies: Tag für Tag uns |frequenzy: 1
NamedEntity-Miscellanies: Ernst der Situation |frequenzy: 1
NamedEntity-Miscellanies: Verstromungsanlagen |frequenzy: 1
NamedEntity-Miscellanies: Kindergrundsicherung |frequenzy: 1
NamedEntity-Miscellanies: GermanArms  |frequenzy: 1
NamedEntity-Miscellanies: derVorratsdatenspeicherung!)Bis |frequenzy: 1
NamedEntity-Miscellanies: Gesetz an die Wand |frequenzy: 1
NamedEntity-Miscellanies: ThomasNordDIE LINKEThomas |frequenzy: 1
NamedEntity-Miscellanies: Messverfahrens |frequenzy: 1
NamedEntity-Miscellanies: meine ich die Frauen |frequenzy: 1
NamedEntity-Miscellanies: AfD-Produkte |frequenzy: 1
NamedEntity-Miscellanies: schön der „freie Fall“?Richtig |frequenzy: 1
NamedEntity-Miscellanies: OSZE-Berichten |frequenzy: 1
NamedEntity-Miscellanies: Deutschem Aktieninstitut |frequenzy: 1
NamedEntity-Miscellanies: Kabinett ja |frequenzy: 1
NamedEntity-Miscellanies: Browsern |frequenzy: 1
NamedEntity-Miscellanies: BDEW  |frequenzy: 1
NamedEntity-Miscellanies: Bäumeeine |frequenzy: 1
NamedEntity-Miscellanies: Bauablaufs |frequenzy: 1
NamedEntity-Miscellanies: Tory-Parteitag |frequenzy: 1
NamedEntity-Miscellanies: Euro-Mitgliedschaft |frequenzy: 1
NamedEntity-Miscellanies: Tag mit der Materie und der Systematik |frequenzy: 1
NamedEntity-Miscellanies: JIM-Studie |frequenzy: 1
NamedEntity-Miscellanies: fünf Jahre schärfer |frequenzy: 1
NamedEntity-Miscellanies: Hohe Vertreterin der Europäischen Union für Außen- und Sicherheitspolitik |frequenzy: 1
NamedEntity-Miscellanies: AfD-Groupies |frequenzy: 1
NamedEntity-Miscellanies: Dieselabgase |frequenzy: 1
NamedEntity-Miscellanies: Schließungen – |frequenzy: 1
NamedEntity-Miscellanies: Krieg Schlimmes |frequenzy: 1
NamedEntity-Miscellanies: CO2-Gesetzgebung |frequenzy: 1
NamedEntity-Miscellanies: Neuen Europäischen Fahrzyklus |frequenzy: 1
NamedEntity-Miscellanies: AfD-Keule |frequenzy: 1
NamedEntity-Miscellanies: Kraut-und-Rüben-Situation |frequenzy: 1
NamedEntity-Miscellanies: SED-Spitze |frequenzy: 1
NamedEntity-Miscellanies: Jahr die Trassenpreise |frequenzy: 1
NamedEntity-Miscellanies: Vertrags von Paris |frequenzy: 1
NamedEntity-Miscellanies: KSE-Vertrag |frequenzy: 1
NamedEntity-Miscellanies: Zur-Rechenschaft-Ziehen der Verantwortlichen |frequenzy: 1
NamedEntity-Miscellanies: Herren– |frequenzy: 1
NamedEntity-Miscellanies: Lebensnerv |frequenzy: 1
NamedEntity-Miscellanies: Plastikreduktion |frequenzy: 1
NamedEntity-Miscellanies: Herr Kubicki |frequenzy: 1
NamedEntity-Miscellanies: Versichertenkreis |frequenzy: 1
NamedEntity-Miscellanies: Das bestreitet niemand |frequenzy: 1
NamedEntity-Miscellanies: nächsten Jahre voll |frequenzy: 1
NamedEntity-Miscellanies: HIV-Skandal |frequenzy: 1
NamedEntity-Miscellanies: Jahr klammheimlich |frequenzy: 1
NamedEntity-Miscellanies: Verfassungskonflikt |frequenzy: 1
NamedEntity-Miscellanies: DITIB-Gemeinden |frequenzy: 1
NamedEntity-Miscellanies: griechischen Revolution |frequenzy: 1
NamedEntity-Miscellanies: Kabinett Eckpunkte |frequenzy: 1
NamedEntity-Miscellanies: Eingangstests |frequenzy: 1
NamedEntity-Miscellanies: Parlament Transparenz |frequenzy: 1
NamedEntity-Miscellanies: Protokoll1Anlage 17 |frequenzy: 1
NamedEntity-Miscellanies: Das vorliegende Gesetz erscheint mir Corona-positiv |frequenzy: 1
NamedEntity-Miscellanies: Passdeutschen |frequenzy: 1
NamedEntity-Miscellanies: Stress im System |frequenzy: 1
NamedEntity-Miscellanies: Incentivieren |frequenzy: 1
NamedEntity-Miscellanies: ­Mercosur-Abkommens |frequenzy: 1
NamedEntity-Miscellanies: Pflegestärkungsgesetz I  |frequenzy: 1
NamedEntity-Miscellanies: Schicksal Deutschlands |frequenzy: 1
NamedEntity-Miscellanies: EM 2024 |frequenzy: 1
NamedEntity-Miscellanies: Operation Walküre |frequenzy: 1
NamedEntity-Miscellanies: Vertrag fundamental |frequenzy: 1
NamedEntity-Miscellanies: Hort der Freiheit |frequenzy: 1
NamedEntity-Miscellanies: Nazi-Höcke |frequenzy: 1
NamedEntity-Miscellanies: Sie Amnesty International |frequenzy: 1
NamedEntity-Miscellanies: Was ich eben |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2020 Vielen |frequenzy: 1
NamedEntity-Miscellanies: Ankeraktionär Bund |frequenzy: 1
NamedEntity-Miscellanies: Klimapaketchen  |frequenzy: 1
NamedEntity-Miscellanies: Hauses nenne ich |frequenzy: 1
NamedEntity-Miscellanies: Ressource Zeit von Menschen |frequenzy: 1
NamedEntity-Miscellanies: Arabische Frühling im Jahr 2010 |frequenzy: 1
NamedEntity-Miscellanies: Hauptverdiener |frequenzy: 1
NamedEntity-Miscellanies: AfD-Fraktion Dr  Alice Weidel |frequenzy: 1
NamedEntity-Miscellanies: ­Renata Alt |frequenzy: 1
NamedEntity-Miscellanies: Schlacht um Stalingrad |frequenzy: 1
NamedEntity-Miscellanies: deutschen Wohlstands |frequenzy: 1
NamedEntity-Miscellanies: Unionsfraktion Wort |frequenzy: 1
NamedEntity-Miscellanies: drei Jahre hier |frequenzy: 1
NamedEntity-Miscellanies: Nationalpopulisten |frequenzy: 1
NamedEntity-Miscellanies: Und weil unser Staat |frequenzy: 1
NamedEntity-Miscellanies: Abklingbecken |frequenzy: 1
NamedEntity-Miscellanies: Was um alles in der Welt |frequenzy: 1
NamedEntity-Miscellanies: Bürgerkriegsflüchtlinge  |frequenzy: 1
NamedEntity-Miscellanies: Reachback |frequenzy: 1
NamedEntity-Miscellanies: KPI  |frequenzy: 1
NamedEntity-Miscellanies: TEE |frequenzy: 1
NamedEntity-Miscellanies: Ägäis-Einsatz  |frequenzy: 1
NamedEntity-Miscellanies: NATO-Kapazitäten |frequenzy: 1
NamedEntity-Miscellanies: Suizidgedankens |frequenzy: 1
NamedEntity-Miscellanies: From Farm to Fork |frequenzy: 1
NamedEntity-Miscellanies: CO2-Minderungsziele des Jahres |frequenzy: 1
NamedEntity-Miscellanies: die Jahre 2016 |frequenzy: 1
NamedEntity-Miscellanies: Tag für Tag Meldungen über die Sicherheitslage |frequenzy: 1
NamedEntity-Miscellanies: Kinder- und Jugendverbandes |frequenzy: 1
NamedEntity-Miscellanies: AfD 11 |frequenzy: 1
NamedEntity-Miscellanies: Dementgegen |frequenzy: 1
NamedEntity-Miscellanies: Anteils von Menschen |frequenzy: 1
NamedEntity-Miscellanies: Ärztemangel auf dem Land |frequenzy: 1
NamedEntity-Miscellanies: AfD angenommen – |frequenzy: 1
NamedEntity-Miscellanies: C-Atome |frequenzy: 1
NamedEntity-Miscellanies: Jugendschutzgesetzes  |frequenzy: 1
NamedEntity-Miscellanies: SGB-II-Politikern |frequenzy: 1
NamedEntity-Miscellanies: naiv;denn Fakt |frequenzy: 1
NamedEntity-Miscellanies: Die Person |frequenzy: 1
NamedEntity-Miscellanies: Die wunderbaren Jahre |frequenzy: 1
NamedEntity-Miscellanies: Entwicklungschancen von Kindern am Herzen |frequenzy: 1
NamedEntity-Miscellanies: berufsständisches |frequenzy: 1
NamedEntity-Miscellanies: Gammelfleisch |frequenzy: 1
NamedEntity-Miscellanies: Schusswaffengebrauch gegen Kinder |frequenzy: 1
NamedEntity-Miscellanies: Ortsumgehungen |frequenzy: 1
NamedEntity-Miscellanies: Neudeutsch  |frequenzy: 1
NamedEntity-Miscellanies: Namhafte Virologen |frequenzy: 1
NamedEntity-Miscellanies: Provisionen bei Restschuldversicherungen |frequenzy: 1
NamedEntity-Miscellanies: Elektro-Mobil |frequenzy: 1
NamedEntity-Miscellanies: Unser Wille |frequenzy: 1
NamedEntity-Miscellanies: Ein Wettbewerb des Unmöglichen! |frequenzy: 1
NamedEntity-Miscellanies: Zeit des Multilateralismus |frequenzy: 1
NamedEntity-Miscellanies: E-Mail-Konto |frequenzy: 1
NamedEntity-Miscellanies: Der Minister |frequenzy: 1
NamedEntity-Miscellanies: Arbeitslosensituation |frequenzy: 1
NamedEntity-Miscellanies: He­raufsetzung |frequenzy: 1
NamedEntity-Miscellanies: Sympathiebekundungen für Extremisten reden |frequenzy: 1
NamedEntity-Miscellanies: Liste der Beratungsstellen |frequenzy: 1
NamedEntity-Miscellanies: Die Jüdinnen |frequenzy: 1
NamedEntity-Miscellanies: Luftwaffe Präsenz |frequenzy: 1
NamedEntity-Miscellanies: Ausbildungszentrum Sevaré |frequenzy: 1
NamedEntity-Miscellanies: Taktischen Luftverteidigungssystem TLVS |frequenzy: 1
NamedEntity-Miscellanies: Élysée-Vertrags  |frequenzy: 1
NamedEntity-Miscellanies: Remmo-Clanfamilie |frequenzy: 1
NamedEntity-Miscellanies: Etat des BMBF |frequenzy: 1
NamedEntity-Miscellanies: EEG-Umlage in Zukunft |frequenzy: 1
NamedEntity-Miscellanies: Vertrags über den Offenen Himmel |frequenzy: 1
NamedEntity-Miscellanies: Ecke –  |frequenzy: 1
NamedEntity-Miscellanies: Premier Kurti |frequenzy: 1
NamedEntity-Miscellanies: Tunnelvortriebsmaschine |frequenzy: 1
NamedEntity-Miscellanies: League-of-Legends-World Championship-Finale |frequenzy: 1
NamedEntity-Miscellanies: Bettennotstand |frequenzy: 1
NamedEntity-Miscellanies: Petitionen |frequenzy: 1
NamedEntity-Miscellanies: Nature“-Paper |frequenzy: 1
NamedEntity-Miscellanies: SPDin |frequenzy: 1
NamedEntity-Miscellanies: Voriges Jahr haben |frequenzy: 1
NamedEntity-Miscellanies: Ministerium den Mut |frequenzy: 1
NamedEntity-Miscellanies: Relotius-Syndrom |frequenzy: 1
NamedEntity-Miscellanies: DARPA in Amerika |frequenzy: 1
NamedEntity-Miscellanies: Basic Law Hongkongs |frequenzy: 1
NamedEntity-Miscellanies: UN-Ziel 16 |frequenzy: 1
NamedEntity-Miscellanies: Hunderte Bauern |frequenzy: 1
NamedEntity-Miscellanies: EU-Ratspräsidentschaft muss Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Frieden in Mali |frequenzy: 1
NamedEntity-Miscellanies: SMS-Nachrichten |frequenzy: 1
NamedEntity-Miscellanies: Aktion 20 000 |frequenzy: 1
NamedEntity-Miscellanies: perfekter |frequenzy: 1
NamedEntity-Miscellanies: Altersgruppe 45 |frequenzy: 1
NamedEntity-Miscellanies: Ihres Antrags „Atommüll-Endlager |frequenzy: 1
NamedEntity-Miscellanies: PESCO-Initiative |frequenzy: 1
NamedEntity-Miscellanies: Tag für uns |frequenzy: 1
NamedEntity-Miscellanies: zehn Jahre Merkel-Ära |frequenzy: 1
NamedEntity-Miscellanies: Invasion |frequenzy: 1
NamedEntity-Miscellanies: NS-Vernichtungspolitik |frequenzy: 1
NamedEntity-Miscellanies: Deutschland Bürger |frequenzy: 1
NamedEntity-Miscellanies: Extremföderalisten aus |frequenzy: 1
NamedEntity-Miscellanies: Die Frau und der Sozialismus |frequenzy: 1
NamedEntity-Miscellanies: Mann vom Geheimdienst |frequenzy: 1
