Speaker = Carsten Schneider

The Speaker: Carsten Schneider had used the following NOUNS: Herr | frequency: 105
The Speaker: Carsten Schneider had used the following NOUNS: Geberländern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: EZB-Rat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Konjunkturpaket | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesamtzahl | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hochschule | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kernanliegen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Impfstart | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entlassung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Protokoll | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Experte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schlüsseltechnologien | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gerede | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einkommensteuer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Infektionsrate | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: kostenfrei | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Normalität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stoppschild | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anzahl | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zusatzkosten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteivorsitzender | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verband | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Landesliste | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bürokratieentlastung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Blickwinkel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Professor | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einstufung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausschussberatungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: machbar | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fernsehen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Industriekapazitäten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tun | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kindler | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schwindel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stabilisierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Teuer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Datenschutzgründen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sauerei | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reisebeschränkungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Riss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kurzintervention | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abwehrrechten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufmerksamkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ruhestand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nazi | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beschlussempfehlung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Willy-Brandt-Haus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rest | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Koalitionspartners | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteitag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Garantie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Name | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Apokalypse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Währung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Chaos | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Transfer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Milieu | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausgrenzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Plenar­beginn | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Oktober | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Debattendauer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ermüdungssymptome | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Freitagmorgen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anzeigepflicht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Neues | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Individuum | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verächtlichmachen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wurzel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerbetrug | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reisende | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: CDU/CSU | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorsitzender | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteizentralen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Grundrechte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausdruck | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hofzeremoniell | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kappung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Scheibe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Handlungsauftrag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Arbeitsplatz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesamtheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wegfall | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Getriebe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reflexreaktion | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gebot | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erörterung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hauptausschusses | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vermögen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Datenschutzgesetz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Modell | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Coronasoli | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hintertür | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Unterschreitung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Keyword | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: SPD-Vorschlag– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zuruf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: blöd | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Newa | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hochfahren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: PSt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erleichterung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bemerkung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Forschung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Selbstverpflichtungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: -Jetzt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: AfD.Ihr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lobbytätigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geist | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Weltkrieg | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gedanke | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: AG | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nominallohnindexes | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zentralisierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gremium | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wiedersehensfeiern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dauer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufforderung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Eskalation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sozialdemokratie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Überbrückungshilfen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Boehringer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gewerbesteuer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kandidatur | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Methode | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Landkreise | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mitternacht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Meilensteine | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wirklichkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zweifel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerersparnis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Versprechung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einsetzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verrechnungsschritt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Spirale | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bezahlung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Grüner | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausmaß | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mittelstandsstrategie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reduzieren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ratschlägen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerklasse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wachstumsprogramm | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zusatzbemerkung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Forschungsstandort | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abschwung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stammtisch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verhältnisausgleich | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Azubis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zuständigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mitleidenschaft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einzelinterviews | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: GroKo | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mark | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hausleitung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Oppositionsvorschlag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hut | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sparmaßnahme | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Raum | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rolle | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: OHG | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Direktmandat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wohlstandsmotoren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Internet | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Drucksache | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verschleierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Infiziertenzahlen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vater | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tipp | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Linie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abgeordnetengesetz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Impuls | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nationalsozialismus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kompromiss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Altmaier | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parallele | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sommerferien | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Boden | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: BrittaHaßelmannBÜNDNIS | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Maßstab | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Umgang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tradition | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fachressortminister | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mieter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Meinung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Herstellerfirmen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausbau | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Damm | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Riesenherausforderungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zustand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesländern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufgabe.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Migrationspolitik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesgesundheitsministeriums | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bierdeckelsteuer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mobilitätsgeld | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Januar | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Leopoldina | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Enthaltung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesverfassungsgericht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bürgersinns | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Situationsbeschreibung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Theatralik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gleichsetzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steigung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gültigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Pressekonferenz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Eingangssteuersatz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Haushaltssolidität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klimaschutz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Soldat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Donnerstag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Debattenzeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schuldenländer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Freude | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gegend | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: jung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Währungsstabilität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Konstituierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Single | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Alleingang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Handwerk | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bilden | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abwendung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausgleich | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ruhe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zuteilung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klimawandel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schwankung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sacharbeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Teufel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bühne | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kompass | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausstieg | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Meckern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nase | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Innovation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schuldenfetisch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: PR-Abteilung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hidden | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Krolloper | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regelmodell | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Diätenautomatismus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geschäft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Direktwahl | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kante | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Betreuung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Auftraggeber | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mandatsträger | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Solidarität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rockzipfel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kultur | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: FDP.Die | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ermahnung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Topf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Finanzpolitik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einwurf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: KZ | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stübgen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: postulieren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bruttoinlandsprodukt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Absenkung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steueraufkommen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Konzentration | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Agenda | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abbau | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: gespalten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Coronavirus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Leitung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mütterrente | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anknüpfung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abrüstung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geldwertstabilität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: vertrauen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Augenblick | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verlassen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gott | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zentralbankrates | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Staatskasse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Autokratie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geheime | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Subvention | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Stärkung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Video | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Paralleleinbringung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Marktwirtschaft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ressortverantwortung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Begleitung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rohde | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Primetime | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Impfdosen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Koalitionsfraktionen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hauptmann | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hungerlöhne | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Garant | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Prüfung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Länderausgaben | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Therapeutikaentwicklung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesamtpaket | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Plan | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Delle | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesgesundheitsministers | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Offenlegung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regierungschefin | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Behinderteneinrichtungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: OlafScholzBundesminister | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Höchstgrenzenmodell | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verlag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ansatz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bürgersprechstunden | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abfrage | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Legitimation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rechtsanspruch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Blütentraum | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wettbewerb | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sauerstoffatome | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wiederaufbaufonds | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Demonstration | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kriegsgeschichte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Betrag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schlüsselmaßnahme | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Potenzial | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fußabdruck | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einkommensteuerverteilung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zweistimmenwahlrecht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wahlrechtes | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuersätze | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Herbst | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Binnennachfrage | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anrufung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuergesetz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steueroasen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vakuum | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fahrstuhl | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ahrtal | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerverteilung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Automatismus | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Heizkosten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wahlrechtsreform | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Axt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kompromissregelung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lebensverhältnisse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundeskanzler | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bedürftigkeitsprüfung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Irreführung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorgang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteienfinanzierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Volksmund | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gewissen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Druck | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kommunalpolitiker | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Thermometer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Flucht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Alterspräsident | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Herunterfahren | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Obstruktion | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Festlegung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Landesregierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entschließungsantrag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Affinität | frequency: 1
