NamedEntity-Organisation: CDU |frequenzy: 1002
NamedEntity-Organisation: Süddeutscher Zeitung |frequenzy: 1
NamedEntity-Organisation: Europäischen Rechnungshofes  |frequenzy: 1
NamedEntity-Organisation: OPAL |frequenzy: 1
NamedEntity-Organisation: EZB-Zinsplanwirtschaft |frequenzy: 1
NamedEntity-Organisation: New Green Deal |frequenzy: 1
NamedEntity-Organisation: Bundesministerium für Verkehr |frequenzy: 1
NamedEntity-Organisation: ÖTV |frequenzy: 1
NamedEntity-Organisation: Luftnummer! |frequenzy: 1
NamedEntity-Organisation: CDU/CSU Frank Steffel |frequenzy: 1
NamedEntity-Organisation: Deutsche Gesellschaft für die Vereinten Nationen |frequenzy: 1
NamedEntity-Organisation: Beitrages des Abgeordneten Beutin |frequenzy: 1
NamedEntity-Organisation: Gesellschaft am Herzen |frequenzy: 1
NamedEntity-Organisation: Herr Gutting |frequenzy: 1
NamedEntity-Organisation: kommunistischen Polen |frequenzy: 1
NamedEntity-Organisation: Club Med |frequenzy: 1
NamedEntity-Organisation: HaushälterAlois |frequenzy: 1
NamedEntity-Organisation: spannend – |frequenzy: 1
NamedEntity-Organisation: Jüdische Allgemeine Zeitung |frequenzy: 1
NamedEntity-Organisation: SPD-Ministerin |frequenzy: 1
NamedEntity-Organisation: Durchwinken |frequenzy: 1
NamedEntity-Organisation: EWR-Raum |frequenzy: 1
NamedEntity-Organisation: Eaton |frequenzy: 1
NamedEntity-Organisation: Rhein-Sieg |frequenzy: 1
NamedEntity-Organisation: Nestlé |frequenzy: 1
NamedEntity-Organisation: Kunststofftechnik |frequenzy: 1
NamedEntity-Organisation: GroKo-Parteien |frequenzy: 1
NamedEntity-Organisation: Rentenpakets |frequenzy: 1
NamedEntity-Organisation: Oah! |frequenzy: 1
NamedEntity-Organisation: NordSören |frequenzy: 1
NamedEntity-Organisation: Geburtstagskindes der Grünen |frequenzy: 1
NamedEntity-Organisation: Naturschutzauflagen |frequenzy: 1
NamedEntity-Organisation: Rädern! |frequenzy: 1
NamedEntity-Organisation: Sönke |frequenzy: 1
NamedEntity-Organisation: IS-Kämpferinnen |frequenzy: 1
NamedEntity-Organisation: Armuts- und Reichtumsbericht der Bundesregierung |frequenzy: 1
NamedEntity-Organisation: Die Grünen Renate Künast |frequenzy: 1
NamedEntity-Organisation: Bayer |frequenzy: 1
NamedEntity-Organisation: britischen Tories-Kritikers |frequenzy: 1
NamedEntity-Organisation: Nazi! |frequenzy: 1
NamedEntity-Organisation: notwendig “Wir |frequenzy: 1
NamedEntity-Organisation: Programm der Grünen  |frequenzy: 1
NamedEntity-Organisation: deutschen EU-Beitrag |frequenzy: 1
NamedEntity-Organisation: Werter Minister Müller! |frequenzy: 1
NamedEntity-Organisation: Georgia Schmidt-Lendner |frequenzy: 1
NamedEntity-Organisation: Arbeitsgemeinschaft der Immigrantenverbände |frequenzy: 1
NamedEntity-Organisation: Europäische Union bzw  uns Europäer |frequenzy: 1
NamedEntity-Organisation: vorbeigegangen – Ja |frequenzy: 1
NamedEntity-Organisation: BMVg |frequenzy: 1
NamedEntity-Organisation: Leipziger Volkszeitung |frequenzy: 1
NamedEntity-Organisation: Union diese Negativspirale |frequenzy: 1
NamedEntity-Organisation: FDP-Bundestagsfraktionund der AG Verkehr |frequenzy: 1
NamedEntity-Organisation: Rote Guillotine“ Erinnerung |frequenzy: 1
NamedEntity-Organisation: Einheitspartei! |frequenzy: 1
NamedEntity-Organisation: Fürs Erste |frequenzy: 1
NamedEntity-Organisation: konkret für uns bedeuten |frequenzy: 1
NamedEntity-Organisation: Tausenden Tweets |frequenzy: 1
NamedEntity-Organisation: FSJ |frequenzy: 1
NamedEntity-Organisation: online |frequenzy: 1
NamedEntity-Organisation: SV-Beiträge |frequenzy: 1
NamedEntity-Organisation: Morgen- und Abendstunden |frequenzy: 1
NamedEntity-Organisation: Partei der Demokratie |frequenzy: 1
NamedEntity-Organisation: Kostenfreie Sterilisation |frequenzy: 1
NamedEntity-Organisation: Großinvestoren |frequenzy: 1
NamedEntity-Organisation: Kollege! |frequenzy: 1
NamedEntity-Organisation: GTAI |frequenzy: 1
NamedEntity-Organisation: AfD-Rastermanagement |frequenzy: 1
NamedEntity-Organisation: Fedwire-Systems |frequenzy: 1
NamedEntity-Organisation: Nea Dimokratia |frequenzy: 1
NamedEntity-Organisation: bayerischen Kommunen |frequenzy: 1
NamedEntity-Organisation: GroKo-Vertrag |frequenzy: 1
NamedEntity-Organisation: Otto-Brenner-Stiftung |frequenzy: 1
NamedEntity-Organisation: Bulgarien Emissionszertifikate |frequenzy: 1
NamedEntity-Organisation: Verfahrensflut |frequenzy: 1
NamedEntity-Organisation: Zentralrates der Juden in Deutschland |frequenzy: 1
NamedEntity-Organisation: Endlos-Lockdown |frequenzy: 1
NamedEntity-Organisation: Al-Hakim |frequenzy: 1
NamedEntity-Organisation: IP-Adressen |frequenzy: 1
NamedEntity-Organisation: KlareLars KlingbeilDr |frequenzy: 1
NamedEntity-Organisation: Zusammen-Haushalt |frequenzy: 1
NamedEntity-Organisation: Aufstiegschancen |frequenzy: 1
NamedEntity-Organisation: MahmutÖzdemirSPD |frequenzy: 1
NamedEntity-Organisation: Round |frequenzy: 1
NamedEntity-Organisation: Digital Hub Initiative |frequenzy: 1
NamedEntity-Organisation: Spiegel-Verlag |frequenzy: 1
NamedEntity-Organisation: Minister Seehofer! |frequenzy: 1
NamedEntity-Organisation: britischen Unterhaus für Machtkämpfe und Ränkespiele |frequenzy: 1
NamedEntity-Organisation: AMK |frequenzy: 1
NamedEntity-Organisation: EU-Neuschulden |frequenzy: 1
NamedEntity-Organisation: Deutschen Richterzeitung |frequenzy: 1
NamedEntity-Organisation: Lobbypartei |frequenzy: 1
NamedEntity-Organisation: Nationale Innovations- und Reduktionsstrategie für Zucker |frequenzy: 1
NamedEntity-Organisation: Organisation der Impfstoffbeschaffung |frequenzy: 1
NamedEntity-Organisation: EU-Angelegenheiten |frequenzy: 1
NamedEntity-Organisation: Zentralen der Staatssicherheit |frequenzy: 1
NamedEntity-Organisation: Gesellschaft Kinder |frequenzy: 1
NamedEntity-Organisation: Oha! |frequenzy: 1
NamedEntity-Organisation: THG-Quote |frequenzy: 1
NamedEntity-Organisation: EU-Meldewesen |frequenzy: 1
NamedEntity-Organisation: Zentrale Innovationsprogramm |frequenzy: 1
NamedEntity-Organisation: Eurostat |frequenzy: 1
NamedEntity-Organisation: EU-Wiederaufbaumittel |frequenzy: 1
NamedEntity-Organisation: uns erwirkt |frequenzy: 1
NamedEntity-Organisation: TARGET |frequenzy: 1
NamedEntity-Organisation: deutschen Beitrags |frequenzy: 1
NamedEntity-Organisation: EU-Verträgen |frequenzy: 1
NamedEntity-Organisation: europäische Außen- und Sicherheitspolitik |frequenzy: 1
NamedEntity-Organisation: Militärs |frequenzy: 1
NamedEntity-Organisation: EU-Kommissariate |frequenzy: 1
NamedEntity-Organisation: IMEI |frequenzy: 1
NamedEntity-Organisation: SPD-Zeitschrift „Berliner Republik |frequenzy: 1
NamedEntity-Organisation: Duisburg |frequenzy: 1
NamedEntity-Organisation: EU-Verbrauchsgüterkaufrichtlinie |frequenzy: 1
NamedEntity-Organisation: Gesellschaft die Rückkehr und Ausbreitung des Wolfes |frequenzy: 1
NamedEntity-Organisation: Altmaier! |frequenzy: 1
NamedEntity-Organisation: Meines Erachtens |frequenzy: 1
NamedEntity-Organisation: Personalnotstand |frequenzy: 1
NamedEntity-Organisation: Abdel-Samad |frequenzy: 1
NamedEntity-Organisation: Cansel Kiziltepe |frequenzy: 1
NamedEntity-Organisation: WTO-Beratungszentrum |frequenzy: 1
NamedEntity-Organisation: KarlheinzBusenFDPKarlheinz Busen |frequenzy: 1
NamedEntity-Organisation: LFGB |frequenzy: 1
NamedEntity-Organisation: sozialistische Diktatur der DDR |frequenzy: 1
NamedEntity-Organisation: EFP-Einsatz der Bundeswehr |frequenzy: 1
NamedEntity-Organisation: Österreichs Regierung |frequenzy: 1
NamedEntity-Organisation: Afrikanische Schweinepest Deutschland |frequenzy: 1
NamedEntity-Organisation: bürgerlich-patriotische Partei |frequenzy: 1
NamedEntity-Organisation: Aktionsplan der Bundesregierung |frequenzy: 1
NamedEntity-Organisation: IhremSinne |frequenzy: 1
NamedEntity-Organisation: BMJV spart |frequenzy: 1
NamedEntity-Organisation: Bürgerrechtspartei FDP |frequenzy: 1
NamedEntity-Organisation: Regierungsbank Ihre Versprechen |frequenzy: 1
NamedEntity-Organisation: Weimarer Reichsverfassung Lehren |frequenzy: 1
NamedEntity-Organisation: AfD sät |frequenzy: 1
NamedEntity-Organisation: Streitkräfte zur Verteidigung |frequenzy: 1
NamedEntity-Organisation: Planungs- und Beschleunigungsinitiative der |frequenzy: 1
NamedEntity-Organisation: BAMF-Beschäftigten |frequenzy: 1
NamedEntity-Organisation: Verarbeiter |frequenzy: 1
NamedEntity-Organisation: BEG |frequenzy: 1
NamedEntity-Organisation: Smart City Charta |frequenzy: 1
NamedEntity-Organisation: Ehrenamtskarte! |frequenzy: 1
NamedEntity-Organisation: AMNOG |frequenzy: 1
NamedEntity-Organisation: Frösche |frequenzy: 1
NamedEntity-Organisation: Wort |frequenzy: 1
NamedEntity-Organisation: FreeseDagmar FreitagMichael GerdesAngelika GlöcknerTimon |frequenzy: 1
NamedEntity-Organisation: UN-Hochkommissar |frequenzy: 1
NamedEntity-Organisation: Verband der Soldaten der Bundeswehr |frequenzy: 1
NamedEntity-Organisation: NPT |frequenzy: 1
NamedEntity-Organisation: Motivation |frequenzy: 1
NamedEntity-Organisation: Ministerin für Messidiotie und Messwahnsinn |frequenzy: 1
NamedEntity-Organisation: Neuschulden |frequenzy: 1
NamedEntity-Organisation: Kollegin Nastic |frequenzy: 1
NamedEntity-Organisation: Sozialverband Deutschland |frequenzy: 1
NamedEntity-Organisation: Global Compact on Refugees |frequenzy: 1
NamedEntity-Organisation: Welch |frequenzy: 1
NamedEntity-Organisation: Internet Governance Forum |frequenzy: 1
NamedEntity-Organisation: Wachstumsmotor Deutschlands |frequenzy: 1
NamedEntity-Organisation: Josef! |frequenzy: 1
NamedEntity-Organisation: AfD Etliche Bürger |frequenzy: 1
NamedEntity-Organisation: Workaholics im Bundestag |frequenzy: 1
NamedEntity-Organisation: EU-Hochglanzbroschüren |frequenzy: 1
NamedEntity-Organisation: Ulli Nissen |frequenzy: 1
NamedEntity-Organisation: Smart City |frequenzy: 1
NamedEntity-Organisation: Institut für Forschung und Entwicklung von Sportgeräten |frequenzy: 1
NamedEntity-Organisation: Bund für Integrations- und Sprachkurse |frequenzy: 1
NamedEntity-Organisation: UN-Friedensmission |frequenzy: 1
NamedEntity-Organisation: Conference of the Parties |frequenzy: 1
NamedEntity-Organisation: IT-Freelancer |frequenzy: 1
NamedEntity-Organisation: Corona-Schutzverordnung |frequenzy: 1
NamedEntity-Organisation: Linkspartei |frequenzy: 1
NamedEntity-Organisation: Hedge­fondsmanager |frequenzy: 1
NamedEntity-Organisation: EU-Bankenunion |frequenzy: 1
NamedEntity-Organisation: Tibet Initiative Deutschland |frequenzy: 1
NamedEntity-Organisation: Ihres Etats |frequenzy: 1
NamedEntity-Organisation: Landesverbandes Bayerischer Fahrlehrer  |frequenzy: 1
NamedEntity-Organisation: Franz-­Ulrich Willeke |frequenzy: 1
NamedEntity-Organisation: UN-Sicherheitsratsmitgliedschaft Deutschlands |frequenzy: 1
NamedEntity-Organisation: Bundesministerium für Familie und Bevölkerungsentwicklung |frequenzy: 1
NamedEntity-Organisation: UN-Flüchtlingskommissar |frequenzy: 1
NamedEntity-Organisation: Europäische Verteidigungsunion |frequenzy: 1
NamedEntity-Organisation: die Grünen Nord Stream  |frequenzy: 1
NamedEntity-Organisation: IG Metall  |frequenzy: 1
NamedEntity-Organisation: Warum? |frequenzy: 1
NamedEntity-Organisation: Internationalen Arbeitsorganisation |frequenzy: 1
NamedEntity-Organisation: Long Term Evolution |frequenzy: 1
NamedEntity-Organisation: Baukindergeld! |frequenzy: 1
NamedEntity-Organisation: Herdenschutzhunden |frequenzy: 1
NamedEntity-Organisation: NATO-Partner |frequenzy: 1
NamedEntity-Organisation: Mitgliedern des Bundestages |frequenzy: 1
NamedEntity-Organisation: deutschen Partner ja |frequenzy: 1
NamedEntity-Organisation: Los! |frequenzy: 1
NamedEntity-Organisation: Luksic! |frequenzy: 1
NamedEntity-Organisation: Europäische Verteidigungsfonds |frequenzy: 1
NamedEntity-Organisation: Deutschen Steuer-Gewerkschaft |frequenzy: 1
NamedEntity-Organisation: SabineZimmermannDIE |frequenzy: 1
NamedEntity-Organisation: EU-Anwärter Türkei |frequenzy: 1
NamedEntity-Organisation: LandwirtschaftBundesminister |frequenzy: 1
NamedEntity-Organisation: ESM-Kreditprogramm |frequenzy: 1
NamedEntity-Organisation: Ihrem Kohleausstiegsvorhaben |frequenzy: 1
NamedEntity-Organisation: Gesellschaft für eine erfolgreiche Bekämpfung der Klimakrise |frequenzy: 1
NamedEntity-Organisation: Mark! |frequenzy: 1
NamedEntity-Organisation: Deutschen Anwaltverein der Justizministerin |frequenzy: 1
NamedEntity-Organisation: Business Incubation |frequenzy: 1
NamedEntity-Organisation: russische Nationalmannschaft |frequenzy: 1
NamedEntity-Organisation: Augen-MVZ |frequenzy: 1
NamedEntity-Organisation: Rezession |frequenzy: 1
NamedEntity-Organisation: AfDgroßteils |frequenzy: 1
NamedEntity-Organisation: ErgebnisAbgegebene Stimmen:622;davonja:353nein:268enthalten:1JaCDU/CSUDr |frequenzy: 1
NamedEntity-Organisation: MüllerDetlef Müller Michelle |frequenzy: 1
NamedEntity-Organisation: Kartellamtes |frequenzy: 1
NamedEntity-Organisation: Fraunhofer-Institut IEE |frequenzy: 1
NamedEntity-Organisation: Präsidiums des Deutschen Bundestages |frequenzy: 1
NamedEntity-Organisation: AOL |frequenzy: 1
NamedEntity-Organisation: Pandemie Corona |frequenzy: 1
NamedEntity-Organisation: Enthärter |frequenzy: 1
NamedEntity-Organisation: Heringsbeständen |frequenzy: 1
NamedEntity-Organisation: BRD |frequenzy: 1
NamedEntity-Organisation: Poroschenkos |frequenzy: 1
NamedEntity-Organisation: EU-Minimum |frequenzy: 1
NamedEntity-Organisation: Regierungsfraktion |frequenzy: 1
NamedEntity-Organisation: Grüne Liga |frequenzy: 1
NamedEntity-Organisation: Schutzmittel |frequenzy: 1
NamedEntity-Organisation: Gazeta Polska |frequenzy: 1
NamedEntity-Organisation: Partei der Arbeitnehmerund |frequenzy: 1
NamedEntity-Organisation: DGB-Vorsitzende |frequenzy: 1
NamedEntity-Organisation: Beratergremiums der Bundesregierung |frequenzy: 1
NamedEntity-Organisation: Systems |frequenzy: 1
NamedEntity-Organisation: Die Linke Dr  Diether Dehm |frequenzy: 1
NamedEntity-Organisation: RiebsamenJosef |frequenzy: 1
NamedEntity-Organisation: IHK-Unternehmensdatenbank |frequenzy: 1
NamedEntity-Organisation: VdK |frequenzy: 1
NamedEntity-Organisation: Science-Fiction-Fraktion FDP |frequenzy: 1
NamedEntity-Organisation: Bundesverbandes der Mimosen und Selbstmitleidigen |frequenzy: 1
NamedEntity-Organisation: Vereinten Nationen für internationale Sicherheit und Weltfrieden |frequenzy: 1
NamedEntity-Organisation: schauen –  |frequenzy: 1
NamedEntity-Organisation: EU Niederlassungsfreiheit |frequenzy: 1
NamedEntity-Organisation: Sapere aude! |frequenzy: 1
NamedEntity-Organisation: Puschen! |frequenzy: 1
NamedEntity-Organisation: EU-Japan |frequenzy: 1
NamedEntity-Organisation: Internationale Bustouristik Verband |frequenzy: 1
NamedEntity-Organisation: Frauenfeindlichem |frequenzy: 1
NamedEntity-Organisation: Unsere Streitkräfte |frequenzy: 1
NamedEntity-Organisation: US-Wahl |frequenzy: 1
NamedEntity-Organisation: Die Welt“ – ich |frequenzy: 1
NamedEntity-Organisation: Deutschen Welle  |frequenzy: 1
NamedEntity-Organisation: Macgregor |frequenzy: 1
NamedEntity-Organisation: Bundes für die Kapitalmaßnahmen |frequenzy: 1
NamedEntity-Organisation: Die Linke Niema Movassat |frequenzy: 1
NamedEntity-Organisation: Leistungsbereitschaft |frequenzy: 1
NamedEntity-Organisation: DFB Cliquen |frequenzy: 1
NamedEntity-Organisation: Soldaten der Bundeswehr |frequenzy: 1
NamedEntity-Organisation: Rothschild |frequenzy: 1
NamedEntity-Organisation: Coronamaßnahmen! |frequenzy: 1
NamedEntity-Organisation: Städtetags |frequenzy: 1
NamedEntity-Organisation: Superlativen |frequenzy: 1
NamedEntity-Organisation: Selbsthass |frequenzy: 1
NamedEntity-Organisation: Elektrohändler |frequenzy: 1
NamedEntity-Organisation: EU-Außenminister |frequenzy: 1
NamedEntity-Organisation: Duma-Mannschaft |frequenzy: 1
NamedEntity-Organisation: Haushaltswerk |frequenzy: 1
NamedEntity-Organisation: Kaufprämie für Elektroautos |frequenzy: 1
NamedEntity-Organisation: Europäischen Union! |frequenzy: 1
NamedEntity-Organisation: Bundesverband der Berufsbetreuer |frequenzy: 1
NamedEntity-Organisation: AfD Sachsen – ich |frequenzy: 1
NamedEntity-Organisation: deutschen Rundfunks |frequenzy: 1
NamedEntity-Organisation: Hamburger Umweltinstituts |frequenzy: 1
NamedEntity-Organisation: Frankfurter Allgemeine Zeitung |frequenzy: 1
NamedEntity-Organisation: HRK |frequenzy: 1
NamedEntity-Organisation: ZF Friedrichshafen |frequenzy: 1
NamedEntity-Organisation: IP-Telefonie |frequenzy: 1
NamedEntity-Organisation: SPD-Aufsichtsräten |frequenzy: 1
NamedEntity-Organisation: Streitkräfte für die Landes- und Bündnisverteidigung |frequenzy: 1
NamedEntity-Organisation: SPD-Parteivorsitzenden |frequenzy: 1
NamedEntity-Organisation: LINKESabine |frequenzy: 1
NamedEntity-Organisation: Topos |frequenzy: 1
NamedEntity-Organisation: Kinderkredites |frequenzy: 1
NamedEntity-Organisation: Linken-Anträge |frequenzy: 1
NamedEntity-Organisation: EU-Außengrenzschutz |frequenzy: 1
NamedEntity-Organisation: Cultural Mainstreaming |frequenzy: 1
NamedEntity-Organisation: braune Hetze |frequenzy: 1
NamedEntity-Organisation: Todes für die Angehörigen |frequenzy: 1
NamedEntity-Organisation: Partei der wohlstandsverwöhnten Kinder |frequenzy: 1
NamedEntity-Organisation: Endverbrauchern |frequenzy: 1
NamedEntity-Organisation: HansjörgDurzCDU |frequenzy: 1
NamedEntity-Organisation: Arbeiterpartei SPD |frequenzy: 1
NamedEntity-Organisation: NS-Vernichtungskrieges |frequenzy: 1
NamedEntity-Organisation: CO2-Gehalt |frequenzy: 1
NamedEntity-Organisation: Agierens der Bundeswehr |frequenzy: 1
NamedEntity-Organisation: Agrarchemie |frequenzy: 1
NamedEntity-Organisation: PEI |frequenzy: 1
NamedEntity-Organisation: EZB-Bilanz! |frequenzy: 1
NamedEntity-Organisation: FrankMüller-RosentrittFDPFrank Müller-Rosentritt |frequenzy: 1
NamedEntity-Organisation: beschäftigen – |frequenzy: 1
NamedEntity-Organisation: Arbeitsschutzstandards |frequenzy: 1
NamedEntity-Organisation: Brexit-Referendums |frequenzy: 1
NamedEntity-Organisation: BULE |frequenzy: 1
NamedEntity-Organisation: Hessen-CDU |frequenzy: 1
NamedEntity-Organisation: EC/DA-Fraktion |frequenzy: 1
NamedEntity-Organisation: LUNA |frequenzy: 1
NamedEntity-Organisation: türkische Armee |frequenzy: 1
NamedEntity-Organisation: österreichischen Bundeskanzleramtes |frequenzy: 1
NamedEntity-Organisation: FDPist |frequenzy: 1
NamedEntity-Organisation: Danke! |frequenzy: 1
NamedEntity-Organisation: MERS |frequenzy: 1
NamedEntity-Organisation: AydanÖzoğuzSPDAydan Özoğuz |frequenzy: 1
NamedEntity-Organisation: Herrschaft der Taliban |frequenzy: 1
NamedEntity-Organisation: SPD-Innenpolitikern |frequenzy: 1
NamedEntity-Organisation: Beschlüssen |frequenzy: 1
NamedEntity-Organisation: Euro-„Rettungs |frequenzy: 1
NamedEntity-Organisation: Upload-Filtern |frequenzy: 1
NamedEntity-Organisation: NKWD |frequenzy: 1
NamedEntity-Organisation: IS los |frequenzy: 1
NamedEntity-Organisation: Netzkosten |frequenzy: 1
NamedEntity-Organisation: Börse |frequenzy: 1
NamedEntity-Organisation: ISAF |frequenzy: 1
NamedEntity-Organisation: Zentrum für Terrorismusbekämpfung |frequenzy: 1
NamedEntity-Organisation: Scharia!“?Alltägliche Messergewalt |frequenzy: 1
NamedEntity-Organisation: Institut für Makroökonomie und Konjunkturforschung |frequenzy: 1
NamedEntity-Organisation: Schäuble! |frequenzy: 1
NamedEntity-Organisation: Herr Minister Müller |frequenzy: 1
NamedEntity-Organisation: Global Compact! |frequenzy: 1
NamedEntity-Organisation: Frauenarztprüft |frequenzy: 1
NamedEntity-Organisation: EU-Frontex |frequenzy: 1
NamedEntity-Organisation: Gesellschaft der Eltern |frequenzy: 1
NamedEntity-Organisation: Ausschusses für Arbeit und Soziales |frequenzy: 1
NamedEntity-Organisation: UteVogtSPDUte |frequenzy: 1
NamedEntity-Organisation: EU-Irrsinnsziel |frequenzy: 1
NamedEntity-Organisation: DDR-Heimkindern |frequenzy: 1
NamedEntity-Organisation: AfD Nein |frequenzy: 1
NamedEntity-Organisation: Einsätzen |frequenzy: 1
NamedEntity-Organisation: Regelungs- und Genehmigungsverfahren |frequenzy: 1
NamedEntity-Organisation: AfD – Lachen |frequenzy: 1
NamedEntity-Organisation: Konferenz- und Vertragstheater |frequenzy: 1
NamedEntity-Organisation: Armutsmigration |frequenzy: 1
NamedEntity-Organisation: DWR |frequenzy: 1
NamedEntity-Organisation: HagedornMetin HakverdiDirk |frequenzy: 1
NamedEntity-Organisation: Reichstags |frequenzy: 1
NamedEntity-Organisation: Mietspiegel |frequenzy: 1
NamedEntity-Organisation: Zweite Buch SGB |frequenzy: 1
NamedEntity-Organisation: CDU/CSU Fraktion |frequenzy: 1
NamedEntity-Organisation: Pegida Dresden |frequenzy: 1
NamedEntity-Organisation: Union Applaus |frequenzy: 1
NamedEntity-Organisation: Aktion Ungeziefer |frequenzy: 1
NamedEntity-Organisation: Kommission zum Grünen Deal |frequenzy: 1
NamedEntity-Organisation: Zielführend |frequenzy: 1
NamedEntity-Organisation: Deutsche Bundesbahn |frequenzy: 1
NamedEntity-Organisation: EU-Zusammenhalts |frequenzy: 1
NamedEntity-Organisation: Gesellschaft im Hinblick |frequenzy: 1
NamedEntity-Organisation: Traditionserlass |frequenzy: 1
NamedEntity-Organisation: Willkommensklamauk! |frequenzy: 1
NamedEntity-Organisation: Freiwilligkeit des Registers |frequenzy: 1
NamedEntity-Organisation: sinnvoll;denn |frequenzy: 1
NamedEntity-Organisation: Dir Deine Wampe |frequenzy: 1
NamedEntity-Organisation: europäischen Außen- und Sicherheitspolitik |frequenzy: 1
NamedEntity-Organisation: deutsche Ratspräsidentschaft! |frequenzy: 1
NamedEntity-Organisation: Gesellschaft, Wirtschaft und Staat |frequenzy: 1
NamedEntity-Organisation: EU-Landes Deutschland |frequenzy: 1
NamedEntity-Organisation: Problem Sekundärmigration |frequenzy: 1
NamedEntity-Organisation: Nationalen Bildungsbericht |frequenzy: 1
NamedEntity-Organisation: Kompliment! |frequenzy: 1
NamedEntity-Organisation: Staatsapparats der DDR |frequenzy: 1
NamedEntity-Organisation: Herrn Bundesminister |frequenzy: 1
NamedEntity-Organisation: Internationale Organisation für Migration uns hilft |frequenzy: 1
NamedEntity-Organisation: Bedürfnisprüfung |frequenzy: 1
NamedEntity-Organisation: FIFA-Bejubler |frequenzy: 1
NamedEntity-Organisation: Publishing Group |frequenzy: 1
NamedEntity-Organisation: EU-Sozialisten |frequenzy: 1
NamedEntity-Organisation: NSU-Terrortrio |frequenzy: 1
NamedEntity-Organisation: Atalanta  |frequenzy: 1
NamedEntity-Organisation: Apropos Schwerkraft |frequenzy: 1
NamedEntity-Organisation: Vereinten Nationen im Jahr 2007 |frequenzy: 1
NamedEntity-Organisation: Deutsche Archäologische Institut |frequenzy: 1
NamedEntity-Organisation: Vorsitzender der Grünen |frequenzy: 1
NamedEntity-Organisation: Deutsche Gesellschaft für Internationale Zusammenarbeit |frequenzy: 1
NamedEntity-Organisation: EU-Fetischisten |frequenzy: 1
NamedEntity-Organisation: Hohen Vertreters |frequenzy: 1
NamedEntity-Organisation: Die Linke Helin |frequenzy: 1
NamedEntity-Organisation: Retter! |frequenzy: 1
NamedEntity-Organisation: Global Compact for Migration |frequenzy: 1
NamedEntity-Organisation: Betreuungsbehörden |frequenzy: 1
NamedEntity-Organisation: Enquete-Arbeit |frequenzy: 1
NamedEntity-Organisation: Euro-6d-Fahrzeugen |frequenzy: 1
NamedEntity-Organisation: europäischen Stabilitätspaktes |frequenzy: 1
NamedEntity-Organisation: 2‑Euro-Marke |frequenzy: 1
NamedEntity-Organisation: UN-Studie |frequenzy: 1
NamedEntity-Organisation: UNO-Generalsekretär |frequenzy: 1
NamedEntity-Organisation: Staatsorgans Bundestag |frequenzy: 1
NamedEntity-Organisation: 16-Prozent-Partei! |frequenzy: 1
NamedEntity-Organisation: Abrüstungsbericht |frequenzy: 1
NamedEntity-Organisation: NATO-Generalsekretär |frequenzy: 1
NamedEntity-Organisation: Jugendherbergen |frequenzy: 1
NamedEntity-Organisation: Kommission in der Welt |frequenzy: 1
NamedEntity-Organisation: Die Linke Doris Achelwilm |frequenzy: 1
NamedEntity-Organisation: Deutsches Bundestag |frequenzy: 1
NamedEntity-Organisation: Umfelds |frequenzy: 1
NamedEntity-Organisation: Ihrer Herrschaft |frequenzy: 1
NamedEntity-Organisation: ÖPNV Die |frequenzy: 1
NamedEntity-Organisation: Team Europa |frequenzy: 1
NamedEntity-Organisation: Berliner Gewerkschaft der Polizei |frequenzy: 1
NamedEntity-Organisation: GFATM |frequenzy: 1
NamedEntity-Organisation: Pflegepersonal geheult |frequenzy: 1
NamedEntity-Organisation: IT-Abteilung |frequenzy: 1
NamedEntity-Organisation: Grundgesetzänderung |frequenzy: 1
NamedEntity-Organisation: World Airways |frequenzy: 1
NamedEntity-Organisation: Europäischen Union Bündnispartner |frequenzy: 1
NamedEntity-Organisation: Instituts für Menschenrechte |frequenzy: 1
NamedEntity-Organisation: Bundeswehr Bilanz |frequenzy: 1
NamedEntity-Organisation: Arbeitslosenhilfe |frequenzy: 1
NamedEntity-Organisation: Die Grünen Dr  Janosch Dahmen |frequenzy: 1
NamedEntity-Organisation: Kommission auf Platz 21 |frequenzy: 1
NamedEntity-Organisation: IS-Terror |frequenzy: 1
NamedEntity-Organisation: US-Umweltbehörden |frequenzy: 1
NamedEntity-Organisation: Special Report on Global Warming of 1 5 °C |frequenzy: 1
NamedEntity-Organisation: Hindukusch! |frequenzy: 1
NamedEntity-Organisation: Antikapitalistischen Linken |frequenzy: 1
NamedEntity-Organisation: Arzneimittelgesetzes |frequenzy: 1
NamedEntity-Organisation: Partnerschaftsgewalt |frequenzy: 1
NamedEntity-Organisation: Aero Lloyd |frequenzy: 1
NamedEntity-Organisation: Mahmoud Al-Zein |frequenzy: 1
NamedEntity-Organisation: LINKESören |frequenzy: 1
NamedEntity-Organisation: deutsche Staatsbürgerschaftsrecht |frequenzy: 1
NamedEntity-Organisation: Transsternchen-Menschen |frequenzy: 1
NamedEntity-Organisation: Schengen-verursachte |frequenzy: 1
NamedEntity-Organisation: Transgendermenschenund |frequenzy: 1
NamedEntity-Organisation: European Way of Life |frequenzy: 1
NamedEntity-Organisation: SPD-Antrag |frequenzy: 1
NamedEntity-Organisation: Budgetierung! |frequenzy: 1
NamedEntity-Organisation: Bund im Jahr für |frequenzy: 1
NamedEntity-Organisation: Trending Topic |frequenzy: 1
NamedEntity-Organisation: Iran-Atomdeal |frequenzy: 1
