NamedEntity-Organisation: CDU |frequenzy: 5237
NamedEntity-Organisation: Irak! |frequenzy: 1
NamedEntity-Organisation: MIC |frequenzy: 1
NamedEntity-Organisation: FDP-Beispiel |frequenzy: 1
NamedEntity-Organisation: Ministerium für wirtschaftliche Zusammenarbeit und Entwicklung abgestimmtes Produkt |frequenzy: 1
NamedEntity-Organisation: Beauftragter der Bundesregierung für jüdisches Leben |frequenzy: 1
NamedEntity-Organisation: demokratische nationale Parlament |frequenzy: 1
NamedEntity-Organisation: DEHOGA Bundesverband |frequenzy: 1
NamedEntity-Organisation: Beitrittskandidat! |frequenzy: 1
NamedEntity-Organisation: UNAIDS-Programm |frequenzy: 1
NamedEntity-Organisation: Allgemeinen Sozialen Dienste |frequenzy: 1
NamedEntity-Organisation: Democratic Unionist Party |frequenzy: 1
NamedEntity-Organisation: Deutsche Institut für Medizinische Dokumentation und Information |frequenzy: 1
NamedEntity-Organisation: IG Bau |frequenzy: 1
NamedEntity-Organisation: CSU Wir |frequenzy: 1
NamedEntity-Organisation: Deutschen Bahn 600 Auslandstöchter |frequenzy: 1
NamedEntity-Organisation: UN-Konferenz |frequenzy: 1
NamedEntity-Organisation: Causa Amthor der Ruf |frequenzy: 1
NamedEntity-Organisation: Spaltproteine |frequenzy: 1
NamedEntity-Organisation: EU-Regierungschefs |frequenzy: 1
NamedEntity-Organisation: SED-Staats |frequenzy: 1
NamedEntity-Organisation: Mein Kollege |frequenzy: 1
NamedEntity-Organisation: Fußball-Bundesliga |frequenzy: 1
NamedEntity-Organisation: Gesellschaft im digitalen Wandel |frequenzy: 1
NamedEntity-Organisation: CDann |frequenzy: 1
NamedEntity-Organisation: Lobbypartei FDP |frequenzy: 1
NamedEntity-Organisation: Schwarz-Gruppe |frequenzy: 1
NamedEntity-Organisation: Covid-Fällen |frequenzy: 1
NamedEntity-Organisation: Die Grünen der Kollege Dr  |frequenzy: 1
NamedEntity-Organisation: Clara-Zetkin-Preises |frequenzy: 1
NamedEntity-Organisation: Union den Landwirten |frequenzy: 1
NamedEntity-Organisation: Oberlandesgerichtsbezirk Karlsruhe |frequenzy: 1
NamedEntity-Organisation: Migrationsfantasien |frequenzy: 1
NamedEntity-Organisation: NBO |frequenzy: 1
NamedEntity-Organisation: SchwangerschaftsabbruchAls |frequenzy: 1
NamedEntity-Organisation: Union in |frequenzy: 1
NamedEntity-Organisation: Joint Commission |frequenzy: 1
NamedEntity-Organisation: ­Hohmann-Dennhardt |frequenzy: 1
NamedEntity-Organisation: Herkunftsmilieu der Grünen darstellt – Ich |frequenzy: 1
NamedEntity-Organisation: EU-Amtssprachen |frequenzy: 1
NamedEntity-Organisation: DGB-Chef Reiner Hoffmann |frequenzy: 1
NamedEntity-Organisation: Thalia |frequenzy: 1
NamedEntity-Organisation: LLL Demo |frequenzy: 1
NamedEntity-Organisation: Die Gewerkschaften |frequenzy: 1
NamedEntity-Organisation: Automobilimporte |frequenzy: 1
NamedEntity-Organisation: gelangen – Gut |frequenzy: 1
NamedEntity-Organisation: Verwirklichungschancen für Frauen |frequenzy: 1
NamedEntity-Organisation: Zeit fürs Ehrenamt |frequenzy: 1
NamedEntity-Organisation: Vertretern der Linkspartei |frequenzy: 1
NamedEntity-Organisation: opfert 5 Millionen |frequenzy: 1
NamedEntity-Organisation: Chamber Orchestra |frequenzy: 1
NamedEntity-Organisation: Händen! |frequenzy: 1
NamedEntity-Organisation: EU-Ökogleichschaltung |frequenzy: 1
NamedEntity-Organisation: Bundesministers für Arbeit und Soziales |frequenzy: 1
NamedEntity-Organisation: Nichtsteuerschuldner |frequenzy: 1
NamedEntity-Organisation: Staatsfunktion |frequenzy: 1
NamedEntity-Organisation: Baustoffe |frequenzy: 1
NamedEntity-Organisation: NLD |frequenzy: 1
NamedEntity-Organisation: Ihrer Hetze |frequenzy: 1
NamedEntity-Organisation: Verbänden ZDH |frequenzy: 1
NamedEntity-Organisation: Vietnam |frequenzy: 1
NamedEntity-Organisation: EU-Berichterstattungspflichten |frequenzy: 1
NamedEntity-Organisation: FIEGE |frequenzy: 1
NamedEntity-Organisation: PATRIZIA AG |frequenzy: 1
NamedEntity-Organisation: EU-Klimaschutzziel |frequenzy: 1
NamedEntity-Organisation: stehen –  |frequenzy: 1
NamedEntity-Organisation: fröhlich |frequenzy: 1
NamedEntity-Organisation: Brocken Ryanair |frequenzy: 1
NamedEntity-Organisation: Arbeitsgemeinschaft „Orte der |frequenzy: 1
NamedEntity-Organisation: BGB ran |frequenzy: 1
NamedEntity-Organisation: Wissenschaft für unseren Wohlstand! |frequenzy: 1
NamedEntity-Organisation: Deutschen Welle in der Welt |frequenzy: 1
NamedEntity-Organisation: Third Party Rule |frequenzy: 1
NamedEntity-Organisation: Deutsche Steuerberaterverband |frequenzy: 1
NamedEntity-Organisation: Europäischen Semesters |frequenzy: 1
NamedEntity-Organisation: Minister für viel |frequenzy: 1
NamedEntity-Organisation: General Motors |frequenzy: 1
NamedEntity-Organisation: Zentrum für Osteuropa- und Internationale |frequenzy: 1
NamedEntity-Organisation: Wahlrechtsvorschriften |frequenzy: 1
NamedEntity-Organisation: Early Adopters |frequenzy: 1
NamedEntity-Organisation: Tag des parteipolitischen Klein-Kleins |frequenzy: 1
NamedEntity-Organisation: KSK-Kommandeur |frequenzy: 1
NamedEntity-Organisation: Serviceoppositionwird Ihnen |frequenzy: 1
NamedEntity-Organisation: Cyberspace |frequenzy: 1
NamedEntity-Organisation: GO-Ausschuss |frequenzy: 1
NamedEntity-Organisation: Regelungswut bzw  |frequenzy: 1
NamedEntity-Organisation: Eile! |frequenzy: 1
NamedEntity-Organisation: Berliner Initiative |frequenzy: 1
NamedEntity-Organisation: Bank Vertreter |frequenzy: 1
NamedEntity-Organisation: Antigrundrechtspartei |frequenzy: 1
NamedEntity-Organisation: US-Unterstützung |frequenzy: 1
NamedEntity-Organisation: Außenministerium mit der Diplomatie |frequenzy: 1
NamedEntity-Organisation: Süd-EU-ropas |frequenzy: 1
NamedEntity-Organisation: Kommission intensiver |frequenzy: 1
NamedEntity-Organisation: Union die Regierung |frequenzy: 1
NamedEntity-Organisation: Rapid |frequenzy: 1
NamedEntity-Organisation: Wissenschaftlichen Dienst des Bundestages |frequenzy: 1
NamedEntity-Organisation: CSU-Beteiligung |frequenzy: 1
NamedEntity-Organisation: AIG |frequenzy: 1
NamedEntity-Organisation: Rechtsbrechern |frequenzy: 1
NamedEntity-Organisation: Kollege Kemmerich |frequenzy: 1
NamedEntity-Organisation: Alternativvorschlag |frequenzy: 1
NamedEntity-Organisation: MEKKI |frequenzy: 1
NamedEntity-Organisation: Universität in Kassel |frequenzy: 1
NamedEntity-Organisation: Liberal-Konservative Reformer |frequenzy: 1
NamedEntity-Organisation: Euro-Rettungskredit |frequenzy: 1
NamedEntity-Organisation: ganze Kommission |frequenzy: 1
NamedEntity-Organisation: Asyl­entscheiderinnen |frequenzy: 1
NamedEntity-Organisation: Judenhasser-Demos |frequenzy: 1
NamedEntity-Organisation: Institut für Virologie in |frequenzy: 1
NamedEntity-Organisation: Die Grünen der Kollege Dr  Toni Hofreiter |frequenzy: 1
NamedEntity-Organisation: Hotspots der Clankriminalität |frequenzy: 1
NamedEntity-Organisation: TankredSchipanskiCDU |frequenzy: 1
NamedEntity-Organisation: Präventionsmaßnahmen |frequenzy: 1
NamedEntity-Organisation: Buchstabensalat |frequenzy: 1
NamedEntity-Organisation: Marktführers |frequenzy: 1
NamedEntity-Organisation: Kosten- und Zeitargumente |frequenzy: 1
NamedEntity-Organisation: Global Warming |frequenzy: 1
NamedEntity-Organisation: Musikkorps |frequenzy: 1
NamedEntity-Organisation: EZ-Maßnahmen für Somalia |frequenzy: 1
NamedEntity-Organisation: Leistungsträger Deutschlands |frequenzy: 1
NamedEntity-Organisation: Litfaßsäule |frequenzy: 1
NamedEntity-Organisation: Bund nächstes Jahr |frequenzy: 1
NamedEntity-Organisation: Deutschen Parlamentarischen Gesellschaft |frequenzy: 1
NamedEntity-Organisation: kreativen IT-Freelancer |frequenzy: 1
NamedEntity-Organisation: NATO-Bündnisfall |frequenzy: 1
NamedEntity-Organisation: ist“ Im Kern |frequenzy: 1
NamedEntity-Organisation: HankeKatrin |frequenzy: 1
NamedEntity-Organisation: Deutsche Druck- und Verlagsgesellschaft |frequenzy: 1
NamedEntity-Organisation: Guter-Öffentlicher-Dienst-Gesetz |frequenzy: 1
NamedEntity-Organisation: Ministerium für Digitalisierung und Innovation |frequenzy: 1
NamedEntity-Organisation: Sana AG |frequenzy: 1
NamedEntity-Organisation: Fotostudiobranche Rechnung |frequenzy: 1
NamedEntity-Organisation: Europa Russland |frequenzy: 1
NamedEntity-Organisation: Rheinisch-Westfälischen Instituts für Wirtschaftsforschung – die |frequenzy: 1
NamedEntity-Organisation: sogenannter starker KI |frequenzy: 1
NamedEntity-Organisation: E-Plattform |frequenzy: 1
NamedEntity-Organisation: Hochmut |frequenzy: 1
NamedEntity-Organisation: Zuhälterei |frequenzy: 1
NamedEntity-Organisation: NATO Stärke |frequenzy: 1
NamedEntity-Organisation: Ressorts für Wirtschaft und Energie |frequenzy: 1
NamedEntity-Organisation: Fangruppen |frequenzy: 1
NamedEntity-Organisation: christlich-jüdische Abendland |frequenzy: 1
NamedEntity-Organisation: Ritualen |frequenzy: 1
NamedEntity-Organisation: Forschungsbauten |frequenzy: 1
NamedEntity-Organisation: ÖPNV-Paket |frequenzy: 1
NamedEntity-Organisation: Aufgepasst! |frequenzy: 1
NamedEntity-Organisation: Peabody Energy |frequenzy: 1
NamedEntity-Organisation: Eiseskälte! |frequenzy: 1
NamedEntity-Organisation: FDP In Anlehnung |frequenzy: 1
NamedEntity-Organisation: Roten |frequenzy: 1
NamedEntity-Organisation: Sachverständigenrats für Umweltfragen |frequenzy: 1
NamedEntity-Organisation: Alten! |frequenzy: 1
NamedEntity-Organisation: EU-Binnenmigration |frequenzy: 1
NamedEntity-Organisation: PC-Maus |frequenzy: 1
NamedEntity-Organisation: Spender |frequenzy: 1
NamedEntity-Organisation: Säkulare Flüchtlingshilfe |frequenzy: 1
NamedEntity-Organisation: EU-Rechtsvorschriften |frequenzy: 1
NamedEntity-Organisation: Innenminister Österreichs |frequenzy: 1
NamedEntity-Organisation: FDP-geführte Ministerium |frequenzy: 1
NamedEntity-Organisation: Polio-Bekämpfung |frequenzy: 1
NamedEntity-Organisation: Deutschlands Bürokratie |frequenzy: 1
NamedEntity-Organisation: DZ Bank |frequenzy: 1
NamedEntity-Organisation: Enteignungen der DDR |frequenzy: 1
NamedEntity-Organisation: Union und uns Grünen |frequenzy: 1
NamedEntity-Organisation: Staatenbunds EU |frequenzy: 1
NamedEntity-Organisation: Tausendjähriges Reich |frequenzy: 1
NamedEntity-Organisation: Haushaltsreferats |frequenzy: 1
NamedEntity-Organisation: Wirtschaftshilfen für Unternehmen |frequenzy: 1
NamedEntity-Organisation: europäischen Klima- und Energieziele |frequenzy: 1
NamedEntity-Organisation: Ministerium für Wirtschaft |frequenzy: 1
NamedEntity-Organisation: Finanzkraft |frequenzy: 1
NamedEntity-Organisation: Islamophobie schürt |frequenzy: 1
NamedEntity-Organisation: AfD Leute |frequenzy: 1
NamedEntity-Organisation: demokratischen Miteinanders |frequenzy: 1
NamedEntity-Organisation: Coronamedikamente |frequenzy: 1
NamedEntity-Organisation: Bereichen Wirtschaft, Verteidigung |frequenzy: 1
NamedEntity-Organisation: MoTaKo |frequenzy: 1
NamedEntity-Organisation: Parteitagssponsoring |frequenzy: 1
NamedEntity-Organisation: Nachholen der kognitiven Lernfähigkeiten |frequenzy: 1
NamedEntity-Organisation: Beihilfeleistungen für Beamte |frequenzy: 1
NamedEntity-Organisation: uns bestens |frequenzy: 1
NamedEntity-Organisation: SED-Unrechtsstaat |frequenzy: 1
NamedEntity-Organisation: Deutschen Bundestages Wolfgang Schäuble |frequenzy: 1
NamedEntity-Organisation: Stiftung Begabtenförderung berufliche Bildung für die Förderprogramme „Aufbaustipendium |frequenzy: 1
NamedEntity-Organisation: Bunt-FDP |frequenzy: 1
NamedEntity-Organisation: monetär |frequenzy: 1
NamedEntity-Organisation: Minister für digitale Transformation |frequenzy: 1
NamedEntity-Organisation: Extrabeauftragter |frequenzy: 1
NamedEntity-Organisation: EU-Emissionshandelssystems |frequenzy: 1
NamedEntity-Organisation: Cookie-Pop-ups |frequenzy: 1
NamedEntity-Organisation: Bundesverkehrsministers |frequenzy: 1
NamedEntity-Organisation: Karrierepfade |frequenzy: 1
NamedEntity-Organisation: Ihres Klimakabinetts |frequenzy: 1
NamedEntity-Organisation: Demokratiefeinden“ und Verschwörungstheoretikern |frequenzy: 1
NamedEntity-Organisation: EU-Handels- |frequenzy: 1
NamedEntity-Organisation: Kollege Grosse-Brömer |frequenzy: 1
NamedEntity-Organisation: IT-Fragen |frequenzy: 1
NamedEntity-Organisation: Jacken |frequenzy: 1
NamedEntity-Organisation: Pandemie Wirtschaftshilfen |frequenzy: 1
NamedEntity-Organisation: Wirtschafts-DNA Freihandel |frequenzy: 1
NamedEntity-Organisation: Agentur für Erneuerbare Energien 5,4  |frequenzy: 1
NamedEntity-Organisation: Deutschen Gesellschaft für Gynäkologie und Geburtshilfe |frequenzy: 1
NamedEntity-Organisation: deutsch-indischen Regierungskonsultationen |frequenzy: 1
NamedEntity-Organisation: EU-Mandats |frequenzy: 1
NamedEntity-Organisation: Organisation von Lieferdiensten |frequenzy: 1
NamedEntity-Organisation: HIV-Infizierter |frequenzy: 1
NamedEntity-Organisation: Integriertes Verwaltungs- und Kontrollsystem-Gesetz |frequenzy: 1
NamedEntity-Organisation: Warum Religionsfreiheit |frequenzy: 1
NamedEntity-Organisation: Respektlosigkeit – |frequenzy: 1
NamedEntity-Organisation: Einzelplanes für die Entwicklungszusammenarbeit |frequenzy: 1
NamedEntity-Organisation: hic salta |frequenzy: 1
NamedEntity-Organisation: Verkehrs­politiker |frequenzy: 1
NamedEntity-Organisation: Schnipp! |frequenzy: 1
NamedEntity-Organisation: Grenzwerten sprechen;aber |frequenzy: 1
NamedEntity-Organisation: Steuerzahler für Ihren Dienst |frequenzy: 1
NamedEntity-Organisation: EU-Zollkodex |frequenzy: 1
NamedEntity-Organisation: Pandemie Zwangsräumungen |frequenzy: 1
NamedEntity-Organisation: Mehrlingsgeburten |frequenzy: 1
NamedEntity-Organisation: Organisation „Juden in der AfD |frequenzy: 1
NamedEntity-Organisation: SPD-Landtagsfraktion |frequenzy: 1
NamedEntity-Organisation: myanmarische Militär |frequenzy: 1
NamedEntity-Organisation: Institut der deutschen Wirtschaft und Professor Südekum  |frequenzy: 1
NamedEntity-Organisation: EU-Regulierung |frequenzy: 1
NamedEntity-Organisation: Irak |frequenzy: 1
NamedEntity-Organisation: Arbeitsverhältnisse! |frequenzy: 1
NamedEntity-Organisation: Ausbildungs- und Arbeitsplatzsuche |frequenzy: 1
NamedEntity-Organisation: EU-Pleitestaaten |frequenzy: 1
NamedEntity-Organisation: Zentralrats der Juden beizutragen |frequenzy: 1
NamedEntity-Organisation: Universität Timbuktu |frequenzy: 1
NamedEntity-Organisation: Agentur für Sprung­innovationen |frequenzy: 1
NamedEntity-Organisation: REWE-Gruppe |frequenzy: 1
NamedEntity-Organisation: Deutsche Paritätische Wohlfahrtsverband und der |frequenzy: 1
NamedEntity-Organisation: NATO für Ost- und Mitteleuropa |frequenzy: 1
NamedEntity-Organisation: Profiteure |frequenzy: 1
NamedEntity-Organisation: Deutsche Herzzentrum |frequenzy: 1
NamedEntity-Organisation: UN-Operation |frequenzy: 1
NamedEntity-Organisation: SekundenUnd |frequenzy: 1
NamedEntity-Organisation: Antiquierte Dechiffriermaschinen |frequenzy: 1
NamedEntity-Organisation: Budget für Arbeit und Ausbildung |frequenzy: 1
NamedEntity-Organisation: Grünen – Ich |frequenzy: 1
NamedEntity-Organisation: Investierens |frequenzy: 1
NamedEntity-Organisation: Kollegin Connemann |frequenzy: 1
NamedEntity-Organisation: ­Aggelidis |frequenzy: 1
NamedEntity-Organisation: Parlamentes bin ich |frequenzy: 1
NamedEntity-Organisation: 1  Bundesliga |frequenzy: 1
NamedEntity-Organisation: Steuerzahler für Fehlverhalten von Banken |frequenzy: 1
NamedEntity-Organisation: EU-Hinweisgeberrichtlinie |frequenzy: 1
NamedEntity-Organisation: Euro-Stabilitätspaktes |frequenzy: 1
NamedEntity-Organisation: Bundespolizei Amtshilfe |frequenzy: 1
NamedEntity-Organisation: Bodyguards |frequenzy: 1
NamedEntity-Organisation: deutsche OSZE-Präsidentschaft |frequenzy: 1
NamedEntity-Organisation: Erneuerbare-Energien-Verordnung |frequenzy: 1
NamedEntity-Organisation: Deutsche Weininstitut |frequenzy: 1
NamedEntity-Organisation: AZuerst |frequenzy: 1
NamedEntity-Organisation: CPA-Prüfstandard |frequenzy: 1
NamedEntity-Organisation: Landwirtschaftlichen Rentenbank Kredite für Waldeigentümer |frequenzy: 1
NamedEntity-Organisation: Besitzers |frequenzy: 1
NamedEntity-Organisation: Bau- und Gebäudesektor |frequenzy: 1
NamedEntity-Organisation: CarenLayDIE LINKECaren Lay |frequenzy: 1
NamedEntity-Organisation: Thüringer SPD |frequenzy: 1
NamedEntity-Organisation: Fake Economics |frequenzy: 1
NamedEntity-Organisation: SPD-Parteimitglieder |frequenzy: 1
NamedEntity-Organisation: SPD-Fraktionund |frequenzy: 1
NamedEntity-Organisation: Möchtegern-Kalifat |frequenzy: 1
NamedEntity-Organisation: Juratovic! |frequenzy: 1
NamedEntity-Organisation: Mercator Research Institute |frequenzy: 1
NamedEntity-Organisation: Clash of Cultures |frequenzy: 1
NamedEntity-Organisation: Gesellschaft Deutschlands |frequenzy: 1
NamedEntity-Organisation: Anhängern Ihrer Partei |frequenzy: 1
NamedEntity-Organisation: Wuppertal Institutes |frequenzy: 1
NamedEntity-Organisation: Wohnraumes |frequenzy: 1
NamedEntity-Organisation: SKB |frequenzy: 1
NamedEntity-Organisation: EU-Zeitvorgaben |frequenzy: 1
NamedEntity-Organisation: Wertpapiere |frequenzy: 1
NamedEntity-Organisation: haben – Keinen |frequenzy: 1
NamedEntity-Organisation: uns legal |frequenzy: 1
NamedEntity-Organisation: Abfahrts- und Ankunftsortes |frequenzy: 1
NamedEntity-Organisation: europäischen Raumfahrt |frequenzy: 1
NamedEntity-Organisation: Ausbildungs- und Beschäftigungsduldungsgesetz |frequenzy: 1
NamedEntity-Organisation: Maastricht-Kriterium der Gesamtverschuldung |frequenzy: 1
NamedEntity-Organisation: Smart City Charta  |frequenzy: 1
NamedEntity-Organisation: digitalisiert?“,dann |frequenzy: 1
NamedEntity-Organisation: NATO-Partners |frequenzy: 1
NamedEntity-Organisation: Deutsche Friedensgesellschaft |frequenzy: 1
NamedEntity-Organisation: Bologna-Staaten |frequenzy: 1
NamedEntity-Organisation: Klima- und Ökosystems |frequenzy: 1
NamedEntity-Organisation: Minister der Verspätungen |frequenzy: 1
NamedEntity-Organisation: Profipflegerinnen |frequenzy: 1
NamedEntity-Organisation: WillkommDIE |frequenzy: 1
NamedEntity-Organisation: ­Primetime |frequenzy: 1
NamedEntity-Organisation: EU-Asylagentur |frequenzy: 1
NamedEntity-Organisation: Union im Machtpoker |frequenzy: 1
NamedEntity-Organisation: Wirtschaftshilfe in Deutschland |frequenzy: 1
NamedEntity-Organisation: Verlagsgesellschaft der SPD |frequenzy: 1
NamedEntity-Organisation: The Plastic Bank |frequenzy: 1
NamedEntity-Organisation: Wohlverstandener Patriotismus |frequenzy: 1
NamedEntity-Organisation: AfD sät Hass |frequenzy: 1
NamedEntity-Organisation: FDP-Justizminister Schmidt-Jortzig |frequenzy: 1
NamedEntity-Organisation: Deutschlands Mitgliedschaft |frequenzy: 1
NamedEntity-Organisation: Purple Heart |frequenzy: 1
NamedEntity-Organisation: Generationen“ Da |frequenzy: 1
NamedEntity-Organisation: Berkeley University |frequenzy: 1
NamedEntity-Organisation: irakische Streitkräfte |frequenzy: 1
NamedEntity-Organisation: Elterngeld“ Wir |frequenzy: 1
NamedEntity-Organisation: Internationalen Grünen Woche Verbraucherinnen und Verbraucher |frequenzy: 1
NamedEntity-Organisation: Deutsche Hochschulverband |frequenzy: 1
NamedEntity-Organisation: rot-sozialistische Linke |frequenzy: 1
NamedEntity-Organisation: Krisen-KUG |frequenzy: 1
NamedEntity-Organisation: SPK |frequenzy: 1
NamedEntity-Organisation: Europäischen Union zur Türkei |frequenzy: 1
NamedEntity-Organisation: JungeThomas JurkOliver |frequenzy: 1
NamedEntity-Organisation: PiS! |frequenzy: 1
NamedEntity-Organisation: Binnenmarktes |frequenzy: 1
NamedEntity-Organisation: Gesellschaft und des Sozialstaats |frequenzy: 1
NamedEntity-Organisation: DB-Konzern |frequenzy: 1
NamedEntity-Organisation: PEFC-Standard |frequenzy: 1
NamedEntity-Organisation: Radikale Imame |frequenzy: 1
NamedEntity-Organisation: Ministerium für Forschung und Bildung |frequenzy: 1
NamedEntity-Organisation: ChristianKühnBÜNDNIS 90 |frequenzy: 1
NamedEntity-Organisation: Deutsche Verein für öffentliche und private Fürsorge |frequenzy: 1
NamedEntity-Organisation: Programm zur Förderung des Ganztagsschulangebots |frequenzy: 1
NamedEntity-Organisation: CEU |frequenzy: 1
NamedEntity-Organisation: Kitas Essen |frequenzy: 1
NamedEntity-Organisation: Steuerzahlern! |frequenzy: 1
NamedEntity-Organisation: Koalitionspartner Union |frequenzy: 1
NamedEntity-Organisation: Bund für das Jahr  |frequenzy: 1
NamedEntity-Organisation: ich kenne |frequenzy: 1
NamedEntity-Organisation: Bundesministerium der Verteidigung danke ich Herrn General Laubenthal |frequenzy: 1
NamedEntity-Organisation: Kollegin Müntefering |frequenzy: 1
NamedEntity-Organisation: europäischen Staatschefs |frequenzy: 1
NamedEntity-Organisation: DAX-Konzerns |frequenzy: 1
NamedEntity-Organisation: BAföG-Berechtigtenkreis |frequenzy: 1
NamedEntity-Organisation: Windkraftbranche! |frequenzy: 1
NamedEntity-Organisation: Messvorschriften |frequenzy: 1
NamedEntity-Organisation: Beweggründe für die Digitalisierung |frequenzy: 1
NamedEntity-Organisation: European Union Training Mission |frequenzy: 1
NamedEntity-Organisation: Lettland |frequenzy: 1
NamedEntity-Organisation: Nationalen Kontrollrat |frequenzy: 1
NamedEntity-Organisation: Pax |frequenzy: 1
NamedEntity-Organisation: Global Compacts |frequenzy: 1
NamedEntity-Organisation: EU-Thema |frequenzy: 1
NamedEntity-Organisation: Mietwohnungsvermittlung |frequenzy: 1
NamedEntity-Organisation: Umsatzsteuer! |frequenzy: 1
NamedEntity-Organisation: Petitionsausschusses des Deutschen Bundestages im Jahr 2019 |frequenzy: 1
NamedEntity-Organisation: VW-Werk |frequenzy: 1
NamedEntity-Organisation: Bund für neue Studienplätze |frequenzy: 1
NamedEntity-Organisation: Deutschen Historischen Institute |frequenzy: 1
NamedEntity-Organisation: Irak-Ausbildungsmission der Bundeswehr |frequenzy: 1
NamedEntity-Organisation: Universität Tübingen |frequenzy: 1
NamedEntity-Organisation: Zentrum Automobildroht |frequenzy: 1
NamedEntity-Organisation: Verbandes der Reservisten der |frequenzy: 1
NamedEntity-Organisation: Ihres Klimaschutzprogramms |frequenzy: 1
NamedEntity-Organisation: Deutschen Beruflichen Austauschdienstes  |frequenzy: 1
NamedEntity-Organisation: Bund-Länder-Finanzkommission |frequenzy: 1
NamedEntity-Organisation: BULE-Mitteln |frequenzy: 1
NamedEntity-Organisation: Maritime Lagezentrum |frequenzy: 1
NamedEntity-Organisation: Causa Borchardt |frequenzy: 1
NamedEntity-Organisation: Base­line |frequenzy: 1
NamedEntity-Organisation: EU-Unterhändler |frequenzy: 1
NamedEntity-Organisation: Behindertenparkplätzen |frequenzy: 1
NamedEntity-Organisation: KI-Wettrüsten |frequenzy: 1
NamedEntity-Organisation: IHATEC |frequenzy: 1
NamedEntity-Organisation: Ministerium für |frequenzy: 1
NamedEntity-Organisation: KMU-Schutz |frequenzy: 1
NamedEntity-Organisation: United States Air Forces Africa |frequenzy: 1
NamedEntity-Organisation: UN-Vertragsausschusses |frequenzy: 1
NamedEntity-Organisation: Glory |frequenzy: 1
NamedEntity-Organisation: Kita- und Grundschulalter |frequenzy: 1
NamedEntity-Organisation: Traditionelles Handwerk |frequenzy: 1
NamedEntity-Organisation: OB Jung |frequenzy: 1
NamedEntity-Organisation: Bundesamt für Verbraucherschutz |frequenzy: 1
NamedEntity-Organisation: Bildungsweges für Wirtschaft und Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Junckers EU |frequenzy: 1
NamedEntity-Organisation: Verkehrshaushalt des Bundes |frequenzy: 1
NamedEntity-Organisation: Brennpunktkitas |frequenzy: 1
NamedEntity-Organisation: Pandemie Hervorragendes |frequenzy: 1
NamedEntity-Organisation: Aktiendepots |frequenzy: 1
NamedEntity-Organisation: Plastikmülleintrags |frequenzy: 1
NamedEntity-Organisation: Teams integrieren;denn |frequenzy: 1
NamedEntity-Organisation: Anstrengungen des Bundes |frequenzy: 1
NamedEntity-Organisation: PetryAbgeordnete |frequenzy: 1
NamedEntity-Organisation: AfDlern! |frequenzy: 1
NamedEntity-Organisation: Europäischen Union mit Füßen |frequenzy: 1
NamedEntity-Organisation: Ausbau-ready |frequenzy: 1
NamedEntity-Organisation: DDR-Behörden |frequenzy: 1
NamedEntity-Organisation: Union in Europa |frequenzy: 1
NamedEntity-Organisation: CO2-Emissionen |frequenzy: 1
NamedEntity-Organisation: Wer Volkspartei |frequenzy: 1
NamedEntity-Organisation: Deine Lippen |frequenzy: 1
NamedEntity-Organisation: E-Card |frequenzy: 1
NamedEntity-Organisation: Bereiche Social Media |frequenzy: 1
NamedEntity-Organisation: Wettbewerbsstandards |frequenzy: 1
NamedEntity-Organisation: Der Spiegel“ – ich |frequenzy: 1
NamedEntity-Organisation: Führungsprozessen |frequenzy: 1
NamedEntity-Organisation: Waffenrechts! |frequenzy: 1
NamedEntity-Organisation: Kommission für Baulandmobilisierung |frequenzy: 1
NamedEntity-Organisation: Habeck |frequenzy: 1
NamedEntity-Organisation: EU-Agrarsubventionen |frequenzy: 1
NamedEntity-Organisation: kommunistische Militär |frequenzy: 1
NamedEntity-Organisation: Gutverdiener! |frequenzy: 1
NamedEntity-Organisation: Smart City  |frequenzy: 1
NamedEntity-Organisation: Klein-Kleins |frequenzy: 1
NamedEntity-Organisation: SARS-Viren |frequenzy: 1
NamedEntity-Organisation: Warenwelt |frequenzy: 1
NamedEntity-Organisation: Zeugen Moseler |frequenzy: 1
NamedEntity-Organisation: FüPoG |frequenzy: 1
NamedEntity-Organisation: EU-Trilog |frequenzy: 1
NamedEntity-Organisation: schaffen – Ich |frequenzy: 1
NamedEntity-Organisation: Kompromiss! |frequenzy: 1
NamedEntity-Organisation: PAD WEEK Germany  |frequenzy: 1
NamedEntity-Organisation: tun – Machen |frequenzy: 1
NamedEntity-Organisation: Bundesverbandes Deutscher Inkasso-Unternehmen  |frequenzy: 1
NamedEntity-Organisation: Eifers |frequenzy: 1
NamedEntity-Organisation: Deutschen Bundespost |frequenzy: 1
NamedEntity-Organisation: Zentralstelle für Finanztransaktionsuntersuchungen  |frequenzy: 1
NamedEntity-Organisation: GAIN-Tagung |frequenzy: 1
NamedEntity-Organisation: Ressourceneffizienz |frequenzy: 1
NamedEntity-Organisation: imDeutschen Bundestag |frequenzy: 1
NamedEntity-Organisation: EU-Grenzübergang |frequenzy: 1
NamedEntity-Organisation: European Commodity Clearing AG |frequenzy: 1
NamedEntity-Organisation: Steuergeschenk für Spitzenverdiener |frequenzy: 1
NamedEntity-Organisation: KarstenMöringCDU/CSUKarsten Möring |frequenzy: 1
NamedEntity-Organisation: Mehr Lohn |frequenzy: 1
