NamedEntity-Miscellanies: deutschen |frequenzy: 875
NamedEntity-Miscellanies: Pflegestärkungsgesetz I |frequenzy: 1
NamedEntity-Miscellanies: grün-urbanen |frequenzy: 1
NamedEntity-Miscellanies: Java |frequenzy: 1
NamedEntity-Miscellanies: AI  |frequenzy: 1
NamedEntity-Miscellanies: Ex-BAMF-Chef Weise |frequenzy: 1
NamedEntity-Miscellanies: Sprücheklopferin“,„eine Zumutung |frequenzy: 1
NamedEntity-Miscellanies: Der INF-Vertrag |frequenzy: 1
NamedEntity-Miscellanies: Geschlechterstereotype |frequenzy: 1
NamedEntity-Miscellanies: GAIN |frequenzy: 1
NamedEntity-Miscellanies: 11  Februar |frequenzy: 1
NamedEntity-Miscellanies: Mein heimischer Verkehrsverbund |frequenzy: 1
NamedEntity-Miscellanies: EZ-Partnerländern |frequenzy: 1
NamedEntity-Miscellanies: NO x -Grenzwert |frequenzy: 1
NamedEntity-Miscellanies: patriotischer |frequenzy: 1
NamedEntity-Miscellanies: Mein allerwertester Herr Präsident! Meine |frequenzy: 1
NamedEntity-Miscellanies: GAP-Direktzahlungsgesetze |frequenzy: 1
NamedEntity-Miscellanies: müssen;denn |frequenzy: 1
NamedEntity-Miscellanies: Ihren Krieg |frequenzy: 1
NamedEntity-Miscellanies: Das steckt hinter dem Parlamentsvorbehalt |frequenzy: 1
NamedEntity-Miscellanies: Torheit |frequenzy: 1
NamedEntity-Miscellanies: Aufforstung |frequenzy: 1
NamedEntity-Miscellanies: Zeit bei uns |frequenzy: 1
NamedEntity-Miscellanies: 1 Kilo Brot |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Französische Brigade |frequenzy: 1
NamedEntity-Miscellanies: Schuldzuweisungen |frequenzy: 1
NamedEntity-Miscellanies: CO2-Entwicklungshilfe |frequenzy: 1
NamedEntity-Miscellanies: Deutschen Volke“ Präsident Dr  Wolfgang Schäuble |frequenzy: 1
NamedEntity-Miscellanies: SS 20 |frequenzy: 1
NamedEntity-Miscellanies: SPD-Verhältnisse |frequenzy: 1
NamedEntity-Miscellanies: DIVI-Intensivregisters |frequenzy: 1
NamedEntity-Miscellanies: Relotius-Affäre |frequenzy: 1
NamedEntity-Miscellanies: Waffenstillstand |frequenzy: 1
NamedEntity-Miscellanies: Sudan  |frequenzy: 1
NamedEntity-Miscellanies: Sachen Bürgerbespitzelung |frequenzy: 1
NamedEntity-Miscellanies: Real-Einzelhandelsmärkten |frequenzy: 1
NamedEntity-Miscellanies: Das glaube ich |frequenzy: 1
NamedEntity-Miscellanies: na schön |frequenzy: 1
NamedEntity-Miscellanies: TEN-Trassen-Beschlusses |frequenzy: 1
NamedEntity-Miscellanies: Wort Dr  Marie-Agnes Strack-Zimmermann |frequenzy: 1
NamedEntity-Miscellanies: Investitionsaufwuchs |frequenzy: 1
NamedEntity-Miscellanies: sukzessive |frequenzy: 1
NamedEntity-Miscellanies: Finanzielle Hilfen |frequenzy: 1
NamedEntity-Miscellanies: englischem |frequenzy: 1
NamedEntity-Miscellanies: Schwarz-Rot  |frequenzy: 1
NamedEntity-Miscellanies: iPads |frequenzy: 1
NamedEntity-Miscellanies: Die Lebenswege |frequenzy: 1
NamedEntity-Miscellanies: EWF  |frequenzy: 1
NamedEntity-Miscellanies: Binnenmarktkontrolle |frequenzy: 1
NamedEntity-Miscellanies: Deutschen Bundestag – |frequenzy: 1
NamedEntity-Miscellanies: Blutprodukteskandal |frequenzy: 1
NamedEntity-Miscellanies: Euro-5-Diesel |frequenzy: 1
NamedEntity-Miscellanies: Französisch-deutsch  |frequenzy: 1
NamedEntity-Miscellanies: SPDim |frequenzy: 1
NamedEntity-Miscellanies: Regierung Merkel |frequenzy: 1
NamedEntity-Miscellanies: Anfängen |frequenzy: 1
NamedEntity-Miscellanies: transatlantischen |frequenzy: 1
NamedEntity-Miscellanies: ökologisch-sozialen |frequenzy: 1
NamedEntity-Miscellanies: Mission EUTM  |frequenzy: 1
NamedEntity-Miscellanies: Fluchtwege |frequenzy: 1
NamedEntity-Miscellanies: Co in den Steueroasen |frequenzy: 1
NamedEntity-Miscellanies: 1 Milliarde Euro  |frequenzy: 1
NamedEntity-Miscellanies: Covid-Patientinnen |frequenzy: 1
NamedEntity-Miscellanies: CSU-Bundestagsabgeordneten |frequenzy: 1
NamedEntity-Miscellanies: Angehörigen-Entlastungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Schlusssatzes |frequenzy: 1
NamedEntity-Miscellanies: Kapitels |frequenzy: 1
NamedEntity-Miscellanies: inländisches |frequenzy: 1
NamedEntity-Miscellanies: Dieses Jahr hinterlässt Spuren |frequenzy: 1
NamedEntity-Miscellanies: Open-Border-Policy |frequenzy: 1
NamedEntity-Miscellanies: Angriff auf das Pentagon |frequenzy: 1
NamedEntity-Miscellanies: Sozialleistungsansprüchen |frequenzy: 1
NamedEntity-Miscellanies: Cotonou-Abkommen |frequenzy: 1
NamedEntity-Miscellanies: Anteils der Pflege |frequenzy: 1
NamedEntity-Miscellanies: Polizeien |frequenzy: 1
NamedEntity-Miscellanies: VPN-Diensten |frequenzy: 1
NamedEntity-Miscellanies: Das fand ich übrigens falsch |frequenzy: 1
NamedEntity-Miscellanies: Koalitionsausschusses |frequenzy: 1
NamedEntity-Miscellanies: WLAN-Anschluss |frequenzy: 1
NamedEntity-Miscellanies: SPD9 |frequenzy: 1
NamedEntity-Miscellanies: Azubi-Mindestlohn |frequenzy: 1
NamedEntity-Miscellanies: Puma |frequenzy: 1
NamedEntity-Miscellanies: StrackeMax StraubingerKarin StrenzDr |frequenzy: 1
NamedEntity-Miscellanies: problematische |frequenzy: 1
NamedEntity-Miscellanies: Strafrecht im Rechtstaat |frequenzy: 1
NamedEntity-Miscellanies: Warenimporteur 40 |frequenzy: 1
NamedEntity-Miscellanies: 968 Kameraden |frequenzy: 1
NamedEntity-Miscellanies: EU-Beitritt der Türkei |frequenzy: 1
NamedEntity-Miscellanies: D A wie Arbeit |frequenzy: 1
NamedEntity-Miscellanies: Liebe Kollegen von der Großen Koalition! |frequenzy: 1
NamedEntity-Miscellanies: UN-Pflichtbeiträge im Jahr  |frequenzy: 1
NamedEntity-Miscellanies: EZB-Urteils |frequenzy: 1
NamedEntity-Miscellanies: angeblicher |frequenzy: 1
NamedEntity-Miscellanies: Erfassungsjahr  |frequenzy: 1
NamedEntity-Miscellanies: Irakkrieg  |frequenzy: 1
NamedEntity-Miscellanies: Einzelplan 30 |frequenzy: 1
NamedEntity-Miscellanies: Ganztagsanspruch |frequenzy: 1
NamedEntity-Miscellanies: Fünf Jahre hat die Bundesregierung |frequenzy: 1
NamedEntity-Miscellanies: Häme |frequenzy: 1
NamedEntity-Miscellanies: Hayek-Gesellschaft |frequenzy: 1
NamedEntity-Miscellanies: . |frequenzy: 1
NamedEntity-Miscellanies: klammheimliches |frequenzy: 1
NamedEntity-Miscellanies: Ding |frequenzy: 1
NamedEntity-Miscellanies: Ermächtigungsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Aufstandes |frequenzy: 1
NamedEntity-Miscellanies: Das Gesetz trägt |frequenzy: 1
NamedEntity-Miscellanies: Neuen Testament |frequenzy: 1
NamedEntity-Miscellanies: Fußball-Weltmeisterschaft |frequenzy: 1
NamedEntity-Miscellanies: Digital Business |frequenzy: 1
NamedEntity-Miscellanies: Jemen-Antrag |frequenzy: 1
NamedEntity-Miscellanies: Renault  |frequenzy: 1
NamedEntity-Miscellanies: denPrüfstand |frequenzy: 1
NamedEntity-Miscellanies: Quote im Jahr 2022 |frequenzy: 1
NamedEntity-Miscellanies: Türkei-Besuch |frequenzy: 1
NamedEntity-Miscellanies: tue ich bei Ihnen |frequenzy: 1
NamedEntity-Miscellanies: A 26 |frequenzy: 1
NamedEntity-Miscellanies: KatrinGöring-EckardtBÜNDNIS 90 |frequenzy: 1
NamedEntity-Miscellanies: NO X pro Tag |frequenzy: 1
NamedEntity-Miscellanies: Sozialschutz-Paket III |frequenzy: 1
NamedEntity-Miscellanies: Ministerium 2012 |frequenzy: 1
NamedEntity-Miscellanies: Rundfunkanstalten zum Tummelplatz der Hofberichterstatter des linken Mainstreams |frequenzy: 1
NamedEntity-Miscellanies: Versailler Vertrag |frequenzy: 1
NamedEntity-Miscellanies: Das Misstrauen |frequenzy: 1
NamedEntity-Miscellanies: französisches |frequenzy: 1
NamedEntity-Miscellanies: Opel Corsa |frequenzy: 1
NamedEntity-Miscellanies: Ihres Handelns |frequenzy: 1
NamedEntity-Miscellanies: Gedenkstättenkonzeptes des Bundes |frequenzy: 1
NamedEntity-Miscellanies: Windkraft-Abstände |frequenzy: 1
NamedEntity-Miscellanies: Bund-Länder-AG zur Überwindung |frequenzy: 1
NamedEntity-Miscellanies: Kurdistan Training Coordination Center |frequenzy: 1
NamedEntity-Miscellanies: Chronikern |frequenzy: 1
NamedEntity-Miscellanies: Kampf für Frieden, Versöhnung, Demokratie |frequenzy: 1
NamedEntity-Miscellanies: Entscheidungspraxis |frequenzy: 1
NamedEntity-Miscellanies: Zeit der Merkel-Regierungen |frequenzy: 1
NamedEntity-Miscellanies: Kraft Sicherheit |frequenzy: 1
NamedEntity-Miscellanies: DGB-Gewerkschaftssekretär |frequenzy: 1
NamedEntity-Miscellanies: Mittelmaßnirwana |frequenzy: 1
NamedEntity-Miscellanies: Afrikanische |frequenzy: 1
NamedEntity-Miscellanies: blutigen Bürgerkrieg |frequenzy: 1
NamedEntity-Miscellanies: Das mache ich davon abhängig |frequenzy: 1
NamedEntity-Miscellanies: Präklusionsklausel |frequenzy: 1
NamedEntity-Miscellanies: MSR |frequenzy: 1
NamedEntity-Miscellanies: Hauptasylherkunftsstaaten |frequenzy: 1
NamedEntity-Miscellanies: Mopedführerschein |frequenzy: 1
NamedEntity-Miscellanies: Die Importquote |frequenzy: 1
NamedEntity-Miscellanies: Geehrte |frequenzy: 1
NamedEntity-Miscellanies: Die letzte Frage zum Geschäftsbereich der Bundesministerin für Familie |frequenzy: 1
NamedEntity-Miscellanies: wir im Jahr 2021 |frequenzy: 1
NamedEntity-Miscellanies: Beute |frequenzy: 1
NamedEntity-Miscellanies: Internationale Tag der Menschenrechte |frequenzy: 1
NamedEntity-Miscellanies: alle –  |frequenzy: 1
NamedEntity-Miscellanies: Mobililtätswende |frequenzy: 1
NamedEntity-Miscellanies: G-20-Gipfels 2017 |frequenzy: 1
NamedEntity-Miscellanies: Nestlé im Jahr 2019 |frequenzy: 1
NamedEntity-Miscellanies: GAP-Reformgesetze |frequenzy: 1
NamedEntity-Miscellanies: Frieden unter den Gläubigen |frequenzy: 1
NamedEntity-Miscellanies: SPD Wir |frequenzy: 1
NamedEntity-Miscellanies: Migrationsbewegungen  |frequenzy: 1
NamedEntity-Miscellanies: AfD Komisch |frequenzy: 1
NamedEntity-Miscellanies: Editing  |frequenzy: 1
NamedEntity-Miscellanies: Lebensstandard in |frequenzy: 1
NamedEntity-Miscellanies: Ente |frequenzy: 1
NamedEntity-Miscellanies: Die Täter |frequenzy: 1
NamedEntity-Miscellanies: Protokoll1Anlage 20 |frequenzy: 1
NamedEntity-Miscellanies: MarkusKurthBÜNDNIS 90/ |frequenzy: 1
NamedEntity-Miscellanies: Bayer-Aktie |frequenzy: 1
NamedEntity-Miscellanies: MP3  |frequenzy: 1
NamedEntity-Miscellanies: Griechenland-Rettungspaketen |frequenzy: 1
NamedEntity-Miscellanies: Bericht der Bundesregierung zur Menschenrechtspolitik |frequenzy: 1
NamedEntity-Miscellanies: Protokoll 1Anlage 17 |frequenzy: 1
NamedEntity-Miscellanies: Eine Geburt |frequenzy: 1
NamedEntity-Miscellanies: DNA-Tests |frequenzy: 1
NamedEntity-Miscellanies: Waffenruhe |frequenzy: 1
NamedEntity-Miscellanies: Ihres Amtes |frequenzy: 1
NamedEntity-Miscellanies: DOSB-Präsidenten |frequenzy: 1
NamedEntity-Miscellanies: Jugend in Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 12 |frequenzy: 1
NamedEntity-Miscellanies: Die finstere Zeit des Nationalsozialismus |frequenzy: 1
NamedEntity-Miscellanies: NATO-Jargon |frequenzy: 1
NamedEntity-Miscellanies: ‑Rentenanwartschaften |frequenzy: 1
NamedEntity-Miscellanies: Jahr der deutschen Sprache |frequenzy: 1
NamedEntity-Miscellanies: wir ja |frequenzy: 1
NamedEntity-Miscellanies: Die 16   |frequenzy: 1
NamedEntity-Miscellanies: Rechtsschutz der Betroffenen |frequenzy: 1
NamedEntity-Miscellanies: Sacharow-Preis der Europäischen Union |frequenzy: 1
NamedEntity-Miscellanies: Doppelkontinents |frequenzy: 1
NamedEntity-Miscellanies: SPDangewandt |frequenzy: 1
NamedEntity-Miscellanies: Mond“-Moment |frequenzy: 1
NamedEntity-Miscellanies: Herr Spangenberg |frequenzy: 1
NamedEntity-Miscellanies: Bonusmeilen-Affäre |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 2018 |frequenzy: 1
NamedEntity-Miscellanies: hat 2007 |frequenzy: 1
NamedEntity-Miscellanies: BNE-Mittel |frequenzy: 1
NamedEntity-Miscellanies: landeseinheitlichen |frequenzy: 1
NamedEntity-Miscellanies: GersterAngelika GlöcknerTimonGremmelsKerstin |frequenzy: 1
NamedEntity-Miscellanies: Europas  |frequenzy: 1
NamedEntity-Miscellanies: Mut zur Zukunft Deutschlands |frequenzy: 1
NamedEntity-Miscellanies: US Trade  |frequenzy: 1
NamedEntity-Miscellanies: Einzelplans 12 |frequenzy: 1
NamedEntity-Miscellanies: PE 2 |frequenzy: 1
NamedEntity-Miscellanies: FDP-Außenminister |frequenzy: 1
NamedEntity-Miscellanies: MollSiemtje |frequenzy: 1
NamedEntity-Miscellanies: Wort meldenund |frequenzy: 1
NamedEntity-Miscellanies: fachpolitischen |frequenzy: 1
NamedEntity-Miscellanies: Arbeitslosenzahlen – Moment! |frequenzy: 1
NamedEntity-Miscellanies: Mobilfunknetze |frequenzy: 1
NamedEntity-Miscellanies: Weitverbreitet |frequenzy: 1
NamedEntity-Miscellanies: verlängern – Weil |frequenzy: 1
NamedEntity-Miscellanies: Anschlag von Halle  |frequenzy: 1
NamedEntity-Miscellanies: Todtenhausen  |frequenzy: 1
NamedEntity-Miscellanies: x-beliebige |frequenzy: 1
NamedEntity-Miscellanies: Jahr 30 Millionen |frequenzy: 1
NamedEntity-Miscellanies: Judasziege |frequenzy: 1
NamedEntity-Miscellanies: Die Beamtin |frequenzy: 1
NamedEntity-Miscellanies: Ein Vertrag |frequenzy: 1
NamedEntity-Miscellanies: 100 Jahre Frauenwahlrecht |frequenzy: 1
NamedEntity-Miscellanies: FuchtelIngo GädechensAlois GerigEberhard GiengerUrsula Groden-KranichHermann |frequenzy: 1
NamedEntity-Miscellanies: Der Webfehler |frequenzy: 1
NamedEntity-Miscellanies: EU-Mitgliedschaft |frequenzy: 1
NamedEntity-Miscellanies: WDR-Rundfunkrat |frequenzy: 1
NamedEntity-Miscellanies: bemüht “Da |frequenzy: 1
NamedEntity-Miscellanies: Bundespolizei-Flugdienst |frequenzy: 1
NamedEntity-Miscellanies: Ein Schuh |frequenzy: 1
NamedEntity-Miscellanies: UdoSchiefnerSPDUdo |frequenzy: 1
NamedEntity-Miscellanies: Gegenüberstellung von Wir- und Ihr-Gruppe |frequenzy: 1
NamedEntity-Miscellanies: Griechenland-Debakel |frequenzy: 1
NamedEntity-Miscellanies: Die aktuelle Coronakrise |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2012 |frequenzy: 1
NamedEntity-Miscellanies: Anteils an der Weltwirtschaftsleistung |frequenzy: 1
NamedEntity-Miscellanies: Das nenne ich die Karawane der Heuchler |frequenzy: 1
NamedEntity-Miscellanies: Herr Röring |frequenzy: 1
NamedEntity-Miscellanies: Regierungsnovelle |frequenzy: 1
NamedEntity-Miscellanies: Sterbegeld |frequenzy: 1
NamedEntity-Miscellanies: Schufa-Eintrag |frequenzy: 1
NamedEntity-Miscellanies: FDP-Politikern |frequenzy: 1
NamedEntity-Miscellanies: Sachen Badeunfälle |frequenzy: 1
NamedEntity-Miscellanies: AfD Man |frequenzy: 1
NamedEntity-Miscellanies: Internationalen Frauentages etwas Positives |frequenzy: 1
NamedEntity-Miscellanies: Ein Verbot |frequenzy: 1
NamedEntity-Miscellanies: Ermittlern |frequenzy: 1
NamedEntity-Miscellanies: Gramm CO2 |frequenzy: 1
NamedEntity-Miscellanies: Sexueller Missbrauch |frequenzy: 1
NamedEntity-Miscellanies: BMI Gas |frequenzy: 1
NamedEntity-Miscellanies: Quidproquo |frequenzy: 1
NamedEntity-Miscellanies: GKV-Versichertenentlastungsgesetzes im Jahr 2018 |frequenzy: 1
NamedEntity-Miscellanies: Idiotie |frequenzy: 1
NamedEntity-Miscellanies: Gewalttäter von |frequenzy: 1
NamedEntity-Miscellanies: Pardon |frequenzy: 1
NamedEntity-Miscellanies: nächsten vier Jahre regieren |frequenzy: 1
NamedEntity-Miscellanies: Ihrem Jargon |frequenzy: 1
NamedEntity-Miscellanies: 11  Dezember 2017 |frequenzy: 1
NamedEntity-Miscellanies: Mein letzter Punkt |frequenzy: 1
NamedEntity-Miscellanies: Röcke von Frauen |frequenzy: 1
NamedEntity-Miscellanies: Gegner des Sozialismus |frequenzy: 1
NamedEntity-Miscellanies: Einstimmig  |frequenzy: 1
NamedEntity-Miscellanies: Wegzugsbesteuerung  |frequenzy: 1
NamedEntity-Miscellanies: Tag 65 |frequenzy: 1
NamedEntity-Miscellanies: türkische Invasion in Nordsyrien |frequenzy: 1
NamedEntity-Miscellanies: Schlacht bei Twitter |frequenzy: 1
NamedEntity-Miscellanies: E-Mobilitäts-Batterien |frequenzy: 1
NamedEntity-Miscellanies: Mr  Burns |frequenzy: 1
NamedEntity-Miscellanies: Sozialverbänden |frequenzy: 1
NamedEntity-Miscellanies: Zuwanderungwird |frequenzy: 1
NamedEntity-Miscellanies: Olympiade |frequenzy: 1
NamedEntity-Miscellanies: Euro pro Monat |frequenzy: 1
NamedEntity-Miscellanies: unverzügliche |frequenzy: 1
NamedEntity-Miscellanies: Zeit des deutschen Geldflusses dauerhaft |frequenzy: 1
NamedEntity-Miscellanies: Mobilitätswende |frequenzy: 1
NamedEntity-Miscellanies: Bedürftigen |frequenzy: 1
NamedEntity-Miscellanies: Jüdisches Leben |frequenzy: 1
NamedEntity-Miscellanies: Die Geburt Jesu |frequenzy: 1
NamedEntity-Miscellanies: CO2-Problematik |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Geschäftsführern |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Abgabe |frequenzy: 1
NamedEntity-Miscellanies: Pariser Vertrages |frequenzy: 1
NamedEntity-Miscellanies: DDR-Bürgerinnen |frequenzy: 1
NamedEntity-Miscellanies: Boehringer Ingelheim |frequenzy: 1
NamedEntity-Miscellanies: behördlichen Digitalfunk |frequenzy: 1
NamedEntity-Miscellanies: Das passiert jetzt |frequenzy: 1
NamedEntity-Miscellanies: Bambara |frequenzy: 1
NamedEntity-Miscellanies: Syrien-Krise |frequenzy: 1
NamedEntity-Miscellanies: Bekenntnis zur Digitalisierung |frequenzy: 1
NamedEntity-Miscellanies: Dr  Brandenburg |frequenzy: 1
NamedEntity-Miscellanies: Unsere Kinder |frequenzy: 1
NamedEntity-Miscellanies: ökologisch-gesellschaftlichen |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Sprachkenntnisse |frequenzy: 1
NamedEntity-Miscellanies: deutsche Wiedervereinigung |frequenzy: 1
NamedEntity-Miscellanies: Die Rüstungsprojekte |frequenzy: 1
NamedEntity-Miscellanies: Opportunisten |frequenzy: 1
NamedEntity-Miscellanies: Infektionsschutzgesetz der Bundesregierung |frequenzy: 1
NamedEntity-Miscellanies: Ein Gesetz, |frequenzy: 1
NamedEntity-Miscellanies: G7 |frequenzy: 1
NamedEntity-Miscellanies: Föderalismuskommission III |frequenzy: 1
NamedEntity-Miscellanies: Bildungsfront |frequenzy: 1
NamedEntity-Miscellanies: Landtagswahl in Bayern |frequenzy: 1
NamedEntity-Miscellanies: Menschenmögliche |frequenzy: 1
NamedEntity-Miscellanies: BMI national |frequenzy: 1
NamedEntity-Miscellanies: Weihnachtsfests |frequenzy: 1
NamedEntity-Miscellanies: Luther |frequenzy: 1
NamedEntity-Miscellanies: Jahr 150 |frequenzy: 1
NamedEntity-Miscellanies: Umwelt-NGOs |frequenzy: 1
NamedEntity-Miscellanies: Photovoltaikanlagen |frequenzy: 1
NamedEntity-Miscellanies: Kohlekompromiss |frequenzy: 1
NamedEntity-Miscellanies: Sechs-Punkte-Plan |frequenzy: 1
NamedEntity-Miscellanies: Innenministerkonferenzen |frequenzy: 1
NamedEntity-Miscellanies: Geldquelle der Talibs |frequenzy: 1
NamedEntity-Miscellanies: Tag von mir |frequenzy: 1
NamedEntity-Miscellanies: ESM-Programmen |frequenzy: 1
NamedEntity-Miscellanies: Versicherungspolicen |frequenzy: 1
NamedEntity-Miscellanies: Das Völkerrecht |frequenzy: 1
NamedEntity-Miscellanies: brandenburgischen |frequenzy: 1
NamedEntity-Miscellanies: Campact-Kampagnen |frequenzy: 1
NamedEntity-Miscellanies: BIPs |frequenzy: 1
NamedEntity-Miscellanies: Vermittlungsverfahren |frequenzy: 1
NamedEntity-Miscellanies: Großen Transformation“ Nachdem |frequenzy: 1
NamedEntity-Miscellanies: Plenarbereich |frequenzy: 1
NamedEntity-Miscellanies: leben!“-Programms |frequenzy: 1
NamedEntity-Miscellanies: Sammelquote |frequenzy: 1
NamedEntity-Miscellanies: Armenier |frequenzy: 1
NamedEntity-Miscellanies: 3-Megawatt-Klasse |frequenzy: 1
NamedEntity-Miscellanies: asiatischen Flussmündungen Plastikmüll |frequenzy: 1
NamedEntity-Miscellanies: R-Wort |frequenzy: 1
NamedEntity-Miscellanies: EFSF-Darlehen |frequenzy: 1
NamedEntity-Miscellanies: Teil des Rentensystems |frequenzy: 1
NamedEntity-Miscellanies: Parlamentsgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Was hätten wir |frequenzy: 1
NamedEntity-Miscellanies: Julius-Kühn-Instituts |frequenzy: 1
NamedEntity-Miscellanies: beschlossen –  |frequenzy: 1
NamedEntity-Miscellanies: Cum/ |frequenzy: 1
NamedEntity-Miscellanies: TARGET-System |frequenzy: 1
NamedEntity-Miscellanies: Der letzte Punkt |frequenzy: 1
NamedEntity-Miscellanies: Abgasskandal  |frequenzy: 1
NamedEntity-Miscellanies: Millionen Kindern |frequenzy: 1
NamedEntity-Miscellanies: Internet-Stasi |frequenzy: 1
NamedEntity-Miscellanies: bekannt – |frequenzy: 1
NamedEntity-Miscellanies: Schlaglöcher |frequenzy: 1
NamedEntity-Miscellanies: sind – Ich |frequenzy: 1
NamedEntity-Miscellanies: Fake News! |frequenzy: 1
NamedEntity-Miscellanies: Ihrem Krieg |frequenzy: 1
NamedEntity-Miscellanies: Beschusses |frequenzy: 1
NamedEntity-Miscellanies: Mullah-Freunde |frequenzy: 1
NamedEntity-Miscellanies: Der mache ich |frequenzy: 1
NamedEntity-Miscellanies: Aschermittwoch |frequenzy: 1
NamedEntity-Miscellanies: brutale Krieg |frequenzy: 1
NamedEntity-Miscellanies: Eigenthaler |frequenzy: 1
NamedEntity-Miscellanies: Rettung der Euro-Südstaaten |frequenzy: 1
NamedEntity-Miscellanies: Frontex-Einheiten |frequenzy: 1
NamedEntity-Miscellanies: SED-Milliarden |frequenzy: 1
NamedEntity-Miscellanies: Corona-Steuergesetzen |frequenzy: 1
NamedEntity-Miscellanies: Das überzeugt uns nicht |frequenzy: 1
NamedEntity-Miscellanies: SED– ich komme dazu  |frequenzy: 1
NamedEntity-Miscellanies: ALG-II-Empfängerinnen |frequenzy: 1
NamedEntity-Miscellanies: Rot-Grünen |frequenzy: 1
NamedEntity-Miscellanies: Abendbrottisch |frequenzy: 1
NamedEntity-Miscellanies: Dr MathiasMiddelbergCDU |frequenzy: 1
NamedEntity-Miscellanies: Müller-Rosentritt |frequenzy: 1
NamedEntity-Miscellanies: Politischer-Pöbel-Sprecher |frequenzy: 1
NamedEntity-Miscellanies: Schwächen  |frequenzy: 1
NamedEntity-Miscellanies: eritreische |frequenzy: 1
NamedEntity-Miscellanies: kosmetischer |frequenzy: 1
NamedEntity-Miscellanies: Wenn Herr Notz |frequenzy: 1
NamedEntity-Miscellanies: Thünen-Instituts |frequenzy: 1
NamedEntity-Miscellanies: Die Reinvestitionsquote |frequenzy: 1
NamedEntity-Miscellanies: GroKo-SPD |frequenzy: 1
NamedEntity-Miscellanies: Staatshaftung |frequenzy: 1
NamedEntity-Miscellanies: gelesen –  |frequenzy: 1
NamedEntity-Miscellanies: Tag hinweg |frequenzy: 1
NamedEntity-Miscellanies: Tag des Einsatzes |frequenzy: 1
NamedEntity-Miscellanies: Make Europe |frequenzy: 1
NamedEntity-Miscellanies: BÜNDNISSES 90/ |frequenzy: 1
NamedEntity-Miscellanies: Strafgesetzbuches |frequenzy: 1
NamedEntity-Miscellanies: FDP-Fraktion Dr  |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischen Versammlung  |frequenzy: 1
NamedEntity-Miscellanies: Liberalen-Frauen |frequenzy: 1
NamedEntity-Miscellanies: Target-Verbindlichkeiten |frequenzy: 1
NamedEntity-Miscellanies: Sie Krieg |frequenzy: 1
NamedEntity-Miscellanies: Return-of-Energy-Wert |frequenzy: 1
NamedEntity-Miscellanies: Operation Sophia  |frequenzy: 1
NamedEntity-Miscellanies: PCR-Test-Pandemie |frequenzy: 1
NamedEntity-Miscellanies: SPD Die Sicherung des Rentenniveaus |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 1999 |frequenzy: 1
NamedEntity-Miscellanies: Unser Änderungsantrag |frequenzy: 1
NamedEntity-Miscellanies: Auftrages |frequenzy: 1
NamedEntity-Miscellanies: A 14 |frequenzy: 1
NamedEntity-Miscellanies: Ihres Sozialstaatskonzepts |frequenzy: 1
NamedEntity-Miscellanies: AfD-Deutsch |frequenzy: 1
NamedEntity-Miscellanies: Einsatzbereitschaft des Großgerätes |frequenzy: 1
NamedEntity-Miscellanies: Menschenrechte ans Herz |frequenzy: 1
NamedEntity-Miscellanies: Renationalisierungen |frequenzy: 1
NamedEntity-Miscellanies: Protokoll,1Anlage |frequenzy: 1
NamedEntity-Miscellanies: Weihnachten  |frequenzy: 1
NamedEntity-Miscellanies: Handelsregister |frequenzy: 1
NamedEntity-Miscellanies: ich – |frequenzy: 1
NamedEntity-Miscellanies: Vermögensteuer– |frequenzy: 1
NamedEntity-Miscellanies: DDR-Erziehung |frequenzy: 1
NamedEntity-Miscellanies: Dr  Nina Scheer |frequenzy: 1
NamedEntity-Miscellanies: asiatischen Wirtschaftsraum |frequenzy: 1
NamedEntity-Miscellanies: Planungs- |frequenzy: 1
NamedEntity-Miscellanies: Angriffs der Kommission |frequenzy: 1
NamedEntity-Miscellanies: Deutschland lieben unser Land |frequenzy: 1
NamedEntity-Miscellanies: Zehn Jahre Östliche Partnerschaft |frequenzy: 1
NamedEntity-Miscellanies: unfair |frequenzy: 1
NamedEntity-Miscellanies: Verhaltensvorschriften |frequenzy: 1
NamedEntity-Miscellanies: Krieg in Afghanistan |frequenzy: 1
NamedEntity-Miscellanies: Tag des Mauerfalls |frequenzy: 1
NamedEntity-Miscellanies: Formel 1 Man |frequenzy: 1
NamedEntity-Miscellanies: Belastungs-Check des Bundes der Steuerzahler |frequenzy: 1
NamedEntity-Miscellanies: Nicht-EU-Staaten |frequenzy: 1
NamedEntity-Miscellanies: CemÖzdemirBÜNDNIS 90 |frequenzy: 1
NamedEntity-Miscellanies: ESM-Anpassungsprogramms |frequenzy: 1
NamedEntity-Miscellanies: Termindruck  |frequenzy: 1
